t omega_inst
63.20200000 0.9493924612
63.40200000 0.9493909649
63.60200000 0.9493852212
63.80200000 0.9493741281
64.00200000 0.9493580324
64.20200000 0.9493388990
64.40200000 0.9493182454
64.60200000 0.9492956848
64.80200000 0.9492700814
65.00200000 0.9492417127
65.20200000 0.9492124468
65.40200000 0.9491836851
65.60200000 0.9491549103
65.80200000 0.9491248474
66.00200000 0.9490936297
66.20200000 0.9490629793
66.40200000 0.9490341524
66.60200000 0.9490064900
66.80200000 0.9489785801
67.00200000 0.9489504244
67.20200000 0.9489236206
67.40200000 0.9488993080
67.60200000 0.9488767184
67.80200000 0.9488543385
68.00200000 0.9488320769
68.20200000 0.9488114464
68.40200000 0.9487935088
68.60200000 0.9487774264
68.80200000 0.9487616233
69.00200000 0.9487459527
69.20200000 0.9487318784
69.40200000 0.9487204194
69.60200000 0.9487107007
69.80200000 0.9487011149
70.00200000 0.9486914880
70.20200000 0.9486832615
70.40200000 0.9486774361
70.60200000 0.9486731225
70.80200000 0.9486687016
71.00200000 0.9486639918
71.20200000 0.9486604288
71.40200000 0.9486590105
71.60200000 0.9486588467
71.80200000 0.9486583193
72.00200000 0.9486572491
72.20200000 0.9486570761
72.40200000 0.9486588035
72.60200000 0.9486615470
72.80200000 0.9486636959
73.00200000 0.9486650786
73.20200000 0.9486671434
73.40200000 0.9486709022
73.60200000 0.9486754800
73.80200000 0.9486792749
74.00200000 0.9486821250
74.20200000 0.9486854879
74.40200000 0.9486903850
74.60200000 0.9486959504
74.80200000 0.9487005915
75.00200000 0.9487041552
75.20200000 0.9487081081
75.40200000 0.9487134800
75.60200000 0.9487194133
75.80200000 0.9487243232
76.00200000 0.9487280645
76.20200000 0.9487321109
76.40200000 0.9487374994
76.60200000 0.9487433790
76.80200000 0.9487481714
77.00200000 0.9487517371
77.20200000 0.9487555559
77.40200000 0.9487606699
77.60200000 0.9487662334
77.80200000 0.9487706726
78.00200000 0.9487738526
78.20200000 0.9487772573
78.40200000 0.9487819328
78.60200000 0.9487870369
78.80200000 0.9487909992
79.00200000 0.9487936878
79.20200000 0.9487965896
79.40200000 0.9488007534
79.60200000 0.9488053391
79.80200000 0.9488087788
80.00200000 0.9488109425
80.20200000 0.9488133409
80.40200000 0.9488175663
80.60200000 0.9488246375
80.80200000 0.9488349949
81.00200000 0.9488486558
81.20200000 0.9488654479
81.40200000 0.9488851325
81.60200000 0.9489073528
81.80200000 0.9489315669
82.00200000 0.9489571258
82.20200000 0.9489834424
82.40200000 0.9490100600
82.60200000 0.9490365564
82.80200000 0.9490624393
83.00200000 0.9490871939
83.20200000 0.9491104273
83.40200000 0.9491319164
83.60200000 0.9491514965
83.80200000 0.9491689437
84.00200000 0.9491840125
84.20200000 0.9491965728
84.40200000 0.9492066525
84.60200000 0.9492143214
84.80200000 0.9492195715
85.00200000 0.9492223527
85.20200000 0.9492227091
85.40200000 0.9492208212
85.60200000 0.9492168903
85.80200000 0.9492110198
86.00200000 0.9492032513
86.20200000 0.9491937027
86.40200000 0.9491826115
86.60200000 0.9491702207
86.80200000 0.9491566615
87.00200000 0.9491419911
87.20200000 0.9491263318
87.40200000 0.9491099162
87.60200000 0.9490929739
87.80200000 0.9490756158
88.00200000 0.9490578731
88.20200000 0.9490398369
88.40200000 0.9490217051
88.60200000 0.9490036696
88.80200000 0.9489858013
89.00200000 0.9489680901
89.20200000 0.9489505850
89.40200000 0.9489334412
89.60200000 0.9489168085
89.80200000 0.9489007162
90.00200000 0.9488851133
90.20200000 0.9488700095
90.40200000 0.9488555218
90.60200000 0.9488417638
90.80200000 0.9488287300
91.00200000 0.9488163369
91.20200000 0.9488045634
91.40200000 0.9487934980
91.60200000 0.9487832274
91.80200000 0.9487737218
92.00200000 0.9487648750
92.20200000 0.9487566452
92.40200000 0.9487491024
92.60200000 0.9487423165
92.80200000 0.9487362426
93.00200000 0.9487307612
93.20200000 0.9487258190
93.40200000 0.9487214756
93.60200000 0.9487177923
93.80200000 0.9487147170
94.00200000 0.9487121241
94.20200000 0.9487099554
94.40200000 0.9487082667
94.60200000 0.9487071167
94.80200000 0.9487064512
95.00200000 0.9487061437
95.20200000 0.9487061356
95.40200000 0.9487064832
95.60200000 0.9487072463
95.80200000 0.9487083721
96.00200000 0.9487097361
96.20200000 0.9487112823
96.40200000 0.9487130699
96.60200000 0.9487151614
96.80200000 0.9487175078
97.00200000 0.9487199881
97.20200000 0.9487225500
97.40200000 0.9487252565
97.60200000 0.9487281743
97.80200000 0.9487312584
98.00200000 0.9487343918
98.20200000 0.9487375264
98.40200000 0.9487407294
98.60200000 0.9487440716
98.80200000 0.9487475119
99.00200000 0.9487509374
99.20200000 0.9487543038
99.40200000 0.9487576823
99.60200000 0.9487611472
99.80200000 0.9487646611
100.00200000 0.9487681146
100.20200000 0.9487714672
100.40200000 0.9487748085
100.60200000 0.9487783216
100.80200000 0.9487822309
101.00200000 0.9487867593
101.20200000 0.9487921058
101.40200000 0.9487984382
101.60200000 0.9488058893
101.80200000 0.9488145477
102.00200000 0.9488244486
102.20200000 0.9488355767
102.40200000 0.9488478780
102.60200000 0.9488612699
102.80200000 0.9488756418
103.00200000 0.9488908519
103.20200000 0.9489067341
103.40200000 0.9489231116
103.60200000 0.9489398074
103.80200000 0.9489566433
104.00200000 0.9489734363
104.20200000 0.9489900020
104.40200000 0.9490061667
104.60200000 0.9490217746
104.80200000 0.9490366845
105.00200000 0.9490507630
105.20200000 0.9490638858
105.40200000 0.9490759471
105.60200000 0.9490868648
105.80200000 0.9490965748
106.00200000 0.9491050228
106.20200000 0.9491121640
106.40200000 0.9491179708
106.60200000 0.9491224371
106.80200000 0.9491255718
107.00200000 0.9491273896
107.20200000 0.9491279101
107.40200000 0.9491271653
107.60200000 0.9491252032
107.80200000 0.9491220818
108.00200000 0.9491178590
108.20200000 0.9491125922
108.40200000 0.9491063459
108.60200000 0.9490991954
108.80200000 0.9490912206
109.00200000 0.9490824968
109.20200000 0.9490730945
109.40200000 0.9490630865
109.60200000 0.9490525529
109.80200000 0.9490415748
110.00200000 0.9490302256
110.20200000 0.9490185704
110.40200000 0.9490066747
110.60200000 0.9489946089
110.80200000 0.9489824421
111.00200000 0.9489702342
111.20200000 0.9489580356
111.40200000 0.9489458959
111.60200000 0.9489338685
111.80200000 0.9489220049
112.00200000 0.9489103472
112.20200000 0.9488989275
112.40200000 0.9488877770
112.60200000 0.9488769306
112.80200000 0.9488664219
113.00200000 0.9488562752
113.20200000 0.9488465050
113.40200000 0.9488371255
113.60200000 0.9488281556
113.80200000 0.9488196131
114.00200000 0.9488115070
114.20200000 0.9488038377
114.40200000 0.9487966061
114.60200000 0.9487898179
114.80200000 0.9487834793
115.00200000 0.9487775880
115.20200000 0.9487721342
115.40200000 0.9487671089
115.60200000 0.9487625095
115.80200000 0.9487583339
116.00200000 0.9487545726
116.20200000 0.9487512094
116.40200000 0.9487482294
116.60200000 0.9487456247
116.80200000 0.9487433888
117.00200000 0.9487415084
117.20200000 0.9487399637
117.40200000 0.9487387374
117.60200000 0.9487378191
117.80200000 0.9487372005
118.00200000 0.9487368670
118.20200000 0.9487367980
118.40200000 0.9487369754
118.60200000 0.9487373889
118.80200000 0.9487380302
119.00200000 0.9487388852
119.20200000 0.9487399339
119.40200000 0.9487411593
119.60200000 0.9487425521
119.80200000 0.9487441055
120.00200000 0.9487458068
120.20200000 0.9487476378
120.40200000 0.9487495835
120.60200000 0.9487516410
120.80200000 0.9487538232
121.00200000 0.9487561595
121.20200000 0.9487586933
121.40200000 0.9487614784
121.60200000 0.9487645763
121.80200000 0.9487680522
122.00200000 0.9487719711
122.20200000 0.9487763936
122.40200000 0.9487813732
122.60200000 0.9487869538
122.80200000 0.9487931687
123.00200000 0.9488000392
123.20200000 0.9488075729
123.40200000 0.9488157637
123.60200000 0.9488245925
123.80200000 0.9488340282
124.00200000 0.9488440281
124.20200000 0.9488545388
124.40200000 0.9488654973
124.60200000 0.9488768328
124.80200000 0.9488884684
125.00200000 0.9489003230
125.20200000 0.9489123114
125.40200000 0.9489243465
125.60200000 0.9489363402
125.80200000 0.9489482061
126.00200000 0.9489598595
126.20200000 0.9489712185
126.40200000 0.9489822048
126.60200000 0.9489927445
126.80200000 0.9490027697
127.00200000 0.9490122186
127.20200000 0.9490210355
127.40200000 0.9490291705
127.60200000 0.9490365810
127.80200000 0.9490432315
128.00200000 0.9490490939
128.20200000 0.9490541462
128.40200000 0.9490583732
128.60200000 0.9490617659
128.80200000 0.9490643219
129.00200000 0.9490660452
129.20200000 0.9490669448
129.40200000 0.9490670346
129.60200000 0.9490663332
129.80200000 0.9490648639
130.00200000 0.9490626544
130.20200000 0.9490597353
130.40200000 0.9490561399
130.60200000 0.9490519042
130.80200000 0.9490470666
131.00200000 0.9490416679
131.20200000 0.9490357496
131.40200000 0.9490293539
131.60200000 0.9490225239
131.80200000 0.9490153033
132.00200000 0.9490077360
132.20200000 0.9489998656
132.40200000 0.9489917344
132.60200000 0.9489833842
132.80200000 0.9489748563
133.00200000 0.9489661910
133.20200000 0.9489574271
133.40200000 0.9489486012
133.60200000 0.9489397486
133.80200000 0.9489309034
134.00200000 0.9489220980
134.20200000 0.9489133627
134.40200000 0.9489047255
134.60200000 0.9488962125
134.80200000 0.9488878483
135.00200000 0.9488796559
135.20200000 0.9488716559
135.40200000 0.9488638667
135.60200000 0.9488563047
135.80200000 0.9488489850
136.00200000 0.9488419212
136.20200000 0.9488351248
136.40200000 0.9488286051
136.60200000 0.9488223699
136.80200000 0.9488164259
137.00200000 0.9488107786
137.20200000 0.9488054317
137.40200000 0.9488003873
137.60200000 0.9487956460
137.80200000 0.9487912080
138.00200000 0.9487870724
138.20200000 0.9487832373
138.40200000 0.9487796990
138.60200000 0.9487764533
138.80200000 0.9487734957
139.00200000 0.9487708209
139.20200000 0.9487684231
139.40200000 0.9487662950
139.60200000 0.9487644293
139.80200000 0.9487628185
140.00200000 0.9487614548
140.20200000 0.9487603301
140.40200000 0.9487594354
140.60200000 0.9487587617
140.80200000 0.9487583010
141.00200000 0.9487580477
141.20200000 0.9487579991
141.40200000 0.9487581569
141.60200000 0.9487585267
141.80200000 0.9487591188
142.00200000 0.9487599474
142.20200000 0.9487610308
142.40200000 0.9487623899
142.60200000 0.9487640481
142.80200000 0.9487660296
143.00200000 0.9487683592
143.20200000 0.9487710607
143.40200000 0.9487741561
143.60200000 0.9487776649
143.80200000 0.9487816031
144.00200000 0.9487859827
144.20200000 0.9487908111
144.40200000 0.9487960906
144.60200000 0.9488018184
144.80200000 0.9488079861
145.00200000 0.9488145800
145.20200000 0.9488215809
145.40200000 0.9488289648
145.60200000 0.9488367026
145.80200000 0.9488447608
146.00200000 0.9488531020
146.20200000 0.9488616852
146.40200000 0.9488704664
146.60200000 0.9488793993
146.80200000 0.9488884356
147.00200000 0.9488975256
147.20200000 0.9489066192
147.40200000 0.9489156659
147.60200000 0.9489246156
147.80200000 0.9489334190
148.00200000 0.9489420281
148.20200000 0.9489503967
148.40200000 0.9489584808
148.60200000 0.9489662387
148.80200000 0.9489736314
149.00200000 0.9489806232
149.20200000 0.9489871813
149.40200000 0.9489932766
149.60200000 0.9489988831
149.80200000 0.9490039788
150.00200000 0.9490085450
150.20200000 0.9490125668
150.40200000 0.9490160328
150.60200000 0.9490189352
150.80200000 0.9490212696
151.00200000 0.9490230349
151.20200000 0.9490242334
151.40200000 0.9490248703
151.60200000 0.9490249537
151.80200000 0.9490244942
152.00200000 0.9490235052
152.20200000 0.9490220024
152.40200000 0.9490200034
152.60200000 0.9490175278
152.80200000 0.9490145969
153.00200000 0.9490112333
153.20200000 0.9490074612
153.40200000 0.9490033055
153.60200000 0.9489987923
153.80200000 0.9489939479
154.00200000 0.9489887996
154.20200000 0.9489833747
154.40200000 0.9489777008
154.60200000 0.9489718054
154.80200000 0.9489657158
155.00200000 0.9489594591
155.20200000 0.9489530619
155.40200000 0.9489465504
155.60200000 0.9489399500
155.80200000 0.9489332854
156.00200000 0.9489265805
156.20200000 0.9489198584
156.40200000 0.9489131413
156.60200000 0.9489064500
156.80200000 0.9488998047
157.00200000 0.9488932242
157.20200000 0.9488867264
157.40200000 0.9488803281
157.60200000 0.9488740446
157.80200000 0.9488678905
158.00200000 0.9488618789
158.20200000 0.9488560220
158.40200000 0.9488503307
158.60200000 0.9488448150
158.80200000 0.9488394836
159.00200000 0.9488343441
159.20200000 0.9488294034
159.40200000 0.9488246671
159.60200000 0.9488201400
159.80200000 0.9488158257
160.00200000 0.9488117272
160.20200000 0.9488078466
160.40200000 0.9488041852
160.60200000 0.9488007434
160.80200000 0.9487975210
161.00200000 0.9487945173
161.20200000 0.9487917313
161.40200000 0.9487891621
161.60200000 0.9487868091
161.80200000 0.9487846722
162.00200000 0.9487827525
162.20200000 0.9487810521
162.40200000 0.9487795746
162.60200000 0.9487783248
162.80200000 0.9487773092
163.00200000 0.9487765354
163.20200000 0.9487760124
163.40200000 0.9487757505
163.60200000 0.9487757605
163.80200000 0.9487760537
164.00200000 0.9487766420
164.20200000 0.9487775367
164.40200000 0.9487787488
164.60200000 0.9487802884
164.80200000 0.9487821646
165.00200000 0.9487843846
165.20200000 0.9487869541
165.40200000 0.9487898766
165.60200000 0.9487931532
165.80200000 0.9487967828
166.00200000 0.9488007613
166.20200000 0.9488050823
166.40200000 0.9488097364
166.60200000 0.9488147115
166.80200000 0.9488199929
167.00200000 0.9488255632
167.20200000 0.9488314026
167.40200000 0.9488374888
167.60200000 0.9488437975
167.80200000 0.9488503025
168.00200000 0.9488569757
168.20200000 0.9488637878
168.40200000 0.9488707080
168.60200000 0.9488777048
168.80200000 0.9488847460
169.00200000 0.9488917988
169.20200000 0.9488988307
169.40200000 0.9489058088
169.60200000 0.9489127011
169.80200000 0.9489194758
170.00200000 0.9489261022
170.20200000 0.9489325507
170.40200000 0.9489387929
170.60200000 0.9489448016
170.80200000 0.9489505516
171.00200000 0.9489560192
171.20200000 0.9489611826
171.40200000 0.9489660218
171.60200000 0.9489705192
171.80200000 0.9489746589
172.00200000 0.9489784272
172.20200000 0.9489818128
172.40200000 0.9489848062
172.60200000 0.9489874003
172.80200000 0.9489895900
173.00200000 0.9489913722
173.20200000 0.9489927459
173.40200000 0.9489937121
173.60200000 0.9489942736
173.80200000 0.9489944350
174.00200000 0.9489942026
174.20200000 0.9489935843
174.40200000 0.9489925896
174.60200000 0.9489912291
174.80200000 0.9489895149
175.00200000 0.9489874603
175.20200000 0.9489850795
175.40200000 0.9489823876
175.60200000 0.9489794007
175.80200000 0.9489761355
176.00200000 0.9489726092
176.20200000 0.9489688395
176.40200000 0.9489648446
176.60200000 0.9489606428
176.80200000 0.9489562527
177.00200000 0.9489516929
177.20200000 0.9489469819
177.40200000 0.9489421383
177.60200000 0.9489371804
177.80200000 0.9489321262
178.00200000 0.9489269934
178.20200000 0.9489217994
178.40200000 0.9489165612
178.60200000 0.9489112950
178.80200000 0.9489060168
179.00200000 0.9489007418
179.20200000 0.9488954848
179.40200000 0.9488902597
179.60200000 0.9488850799
179.80200000 0.9488799580
180.00200000 0.9488749060
180.20200000 0.9488699351
180.40200000 0.9488650558
180.60200000 0.9488602778
180.80200000 0.9488556102
181.00200000 0.9488510613
181.20200000 0.9488466386
181.40200000 0.9488423492
181.60200000 0.9488381992
181.80200000 0.9488341947
182.00200000 0.9488303410
182.20200000 0.9488266432
182.40200000 0.9488231064
182.60200000 0.9488197353
182.80200000 0.9488165351
183.00200000 0.9488135108
183.20200000 0.9488106677
183.40200000 0.9488080116
183.60200000 0.9488055485
183.80200000 0.9488032849
184.00200000 0.9488012277
184.20200000 0.9487993839
184.40200000 0.9487977612
184.60200000 0.9487963673
184.80200000 0.9487952100
185.00200000 0.9487942974
185.20200000 0.9487936371
185.40200000 0.9487932367
185.60200000 0.9487931035
185.80200000 0.9487932440
186.00200000 0.9487936641
186.20200000 0.9487943689
186.40200000 0.9487953624
186.60200000 0.9487966477
186.80200000 0.9487982263
187.00200000 0.9488000986
187.20200000 0.9488022636
187.40200000 0.9488047185
187.60200000 0.9488074592
187.80200000 0.9488104798
188.00200000 0.9488137729
188.20200000 0.9488173295
188.40200000 0.9488211388
188.60200000 0.9488251886
188.80200000 0.9488294652
189.00200000 0.9488339535
189.20200000 0.9488386368
189.40200000 0.9488434975
189.60200000 0.9488485167
189.80200000 0.9488536745
190.00200000 0.9488589503
190.20200000 0.9488643224
190.40200000 0.9488697690
190.60200000 0.9488752676
190.80200000 0.9488807953
191.00200000 0.9488863294
191.20200000 0.9488918468
191.40200000 0.9488973250
191.60200000 0.9489027415
191.80200000 0.9489080742
192.00200000 0.9489133018
192.20200000 0.9489184034
192.40200000 0.9489233592
192.60200000 0.9489281499
192.80200000 0.9489327576
193.00200000 0.9489371652
193.20200000 0.9489413568
193.40200000 0.9489453178
193.60200000 0.9489490348
193.80200000 0.9489524956
194.00200000 0.9489556895
194.20200000 0.9489586072
194.40200000 0.9489612405
194.60200000 0.9489635829
194.80200000 0.9489656292
195.00200000 0.9489673754
195.20200000 0.9489688189
195.40200000 0.9489699586
195.60200000 0.9489707946
195.80200000 0.9489713280
196.00200000 0.9489715615
196.20200000 0.9489714986
196.40200000 0.9489711442
196.60200000 0.9489705039
196.80200000 0.9489695845
197.00200000 0.9489683936
197.20200000 0.9489669398
197.40200000 0.9489652322
197.60200000 0.9489632808
197.80200000 0.9489610962
198.00200000 0.9489586895
198.20200000 0.9489560724
198.40200000 0.9489532568
198.60200000 0.9489502551
198.80200000 0.9489470801
199.00200000 0.9489437446
199.20200000 0.9489402618
199.40200000 0.9489366447
199.60200000 0.9489329065
199.80200000 0.9489290605
