t dw_stable
191.8019999999 0.0000233500
192.0019999999 0.0000285775
192.2019999999 0.0000336792
192.4019999999 0.0000386349
192.6019999999 0.0000434257
192.8019999999 0.0000480334
193.0019999999 0.0000524410
193.2019999999 0.0000566326
193.4019999999 0.0000605936
193.6019999999 0.0000643105
193.8019999999 0.0000677713
194.0019999999 0.0000709653
194.2019999999 0.0000738829
194.4019999999 0.0000765163
194.6019999999 0.0000788587
194.8019999999 0.0000809049
195.0019999999 0.0000826511
195.2019999999 0.0000840947
195.4019999999 0.0000852344
195.6019999999 0.0000860703
195.8019999999 0.0000866038
196.0019999999 0.0000868373
196.2019999999 0.0000867744
196.4019999999 0.0000864199
196.6019999999 0.0000857797
196.8019999999 0.0000848603
197.0019999999 0.0000836694
197.2019999999 0.0000822156
197.4019999999 0.0000805080
197.6019999999 0.0000785566
197.8019999999 0.0000763720
198.0019999999 0.0000739653
198.2019999999 0.0000713481
198.4019999999 0.0000685325
198.6019999999 0.0000655309
198.8019999999 0.0000623559
199.0019999999 0.0000590204
199.2019999999 0.0000555375
199.4019999999 0.0000519204
199.6019999999 0.0000481823
199.8019999999 0.0000443363
