file,relative_path,input_format_detected,knot_id,harmonics_N,closure_error,length_series_units,writhe,crossing_est,sigma,sigma_source,hyperbolic_volume_meta,type_meta,chiral_meta,bbox_diag,rms_radius,fit_source_txt_found,fit_source_txt_path,fit_rms_raw_vs_fs,fit_max_raw_vs_fs,fit_rel_bbox,fit_rel_length,fit_best_shift,fit_rotation_det,fit_scale_used
knot_5.2.1_ideal.txt,knot_5.2.1\knot_5.2.1_ideal.txt,ideal,5_2_1,100,4.725952219296117e-15,104.30579902405988,0.4401975627750085,6,1.0,writhe_fallback,,,,22.493293612249072,5.828450483620395,True,knot_5.2.1\knot_5.2.1.txt,1.7173189741145747,3.085329989124271,0.07661240138613219,0.016507818961951314,23,0.9999999999999998,1.0
knot_5.2.fseries,knot_5.2\knot_5.2.fseries,fseries,5_2,100,4.5288390936029406e-15,96.78292815701381,4.602471614086812,6,1.0,writhe_fallback,,,,22.82149257908559,5.9766994336758845,True,knot_5.2\knot_5.2.txt,0.45488410983317673,0.9383117942078744,0.019948779807708598,0.004701194749090567,5,1.0,1.0
knot_5.2_ideal.txt,knot_5.2\knot_5.2_ideal.txt,ideal,5_2,100,4.5288390936029406e-15,96.78292815701381,4.602471614086812,6,1.0,writhe_fallback,,,,22.82149257908559,5.9766994336758845,True,knot_5.2\knot_5.2.txt,0.45488410983317673,0.9383117942078744,0.019948779807708598,0.004701194749090567,5,1.0,1.0
knot_6.1.fseries,knot_6.1\knot_6.1.fseries,fseries,6_1,100,3.5038047658940695e-15,114.39697947735063,1.2309552709480258,7,1.0,writhe_fallback,,,,23.820933644278202,6.651833709396503,True,knot_6.1\knot_6.1.txt,0.4923343943555389,0.8991382280174609,0.020665984224675492,0.0043038999996484785,5,1.0,1.0
knot_6.1_ideal.txt,knot_6.1\knot_6.1_ideal.txt,ideal,6_1,100,3.5038047658940695e-15,114.39697947735063,1.2309552709480258,7,1.0,writhe_fallback,,,,23.820933644278202,6.651833709396503,True,knot_6.1\knot_6.1.txt,0.4923343943555389,0.8991382280174609,0.020665984224675492,0.0043038999996484785,5,1.0,1.0
knot_6.2.1.fseries,knot_6.2.1\knot_6.2.1.fseries,fseries,6_2_1,100,6.237042840057389e-15,136.24785304398964,6.333929063591331,8,1.0,writhe_fallback,,,,24.07734171614525,7.026270545501264,True,knot_6.2.1\knot_6.2.1.txt,2.4698677795900976,4.143839096594404,0.10264715209686505,0.01823456849331691,35,1.0000000000000004,1.0
knot_6.2.1_ideal.txt,knot_6.2.1\knot_6.2.1_ideal.txt,ideal,6_2_1,100,6.237042840057389e-15,136.24785304398964,6.333929063591331,8,1.0,writhe_fallback,,,,24.07734171614525,7.026270545501264,True,knot_6.2.1\knot_6.2.1.txt,2.4698677795900976,4.143839096594404,0.10264715209686505,0.01823456849331691,35,1.0000000000000004,1.0
knot_6.2.fseries,knot_6.2\knot_6.2.fseries,fseries,6_2,100,4.425600203637969e-15,100.43649513455651,2.739172950559971,6,1.0,writhe_fallback,,,,20.316558948758086,5.615876592995824,True,knot_6.2\knot_6.2.txt,0.4072821733997847,0.9064075651393674,0.020068971923476946,0.004056090836210927,11,0.9999999999999996,1.0
knot_6.2_ideal.txt,knot_6.2\knot_6.2_ideal.txt,ideal,6_2,100,4.425600203637969e-15,100.43649513455651,2.739172950559971,6,1.0,writhe_fallback,,,,20.316558948758086,5.615876592995824,True,knot_6.2\knot_6.2.txt,0.4072821733997847,0.9064075651393674,0.020068971923476946,0.004056090836210927,11,0.9999999999999996,1.0
knot_6.3.1.fseries,knot_6.3.1\knot_6.3.1.fseries,fseries,6_3_1,100,4.6629367034256575e-15,134.9944544932001,-2.731098375171786,7,-1.0,writhe_fallback,,,,22.430965237034727,6.201125853292197,True,knot_6.3.1\knot_6.3.1.txt,2.3137479683076885,4.333658321108405,0.10314599304767219,0.0171572581672896,29,1.0,1.0
knot_6.3.1_ideal.txt,knot_6.3.1\knot_6.3.1_ideal.txt,ideal,6_3_1,100,4.6629367034256575e-15,134.9944544932001,-2.731098375171786,7,-1.0,writhe_fallback,,,,22.430965237034727,6.201125853292197,True,knot_6.3.1\knot_6.3.1.txt,2.3137479683076885,4.333658321108405,0.10314599304767219,0.0171572581672896,29,1.0,1.0
knot_6.3.2.fseries,knot_6.3.2\knot_6.3.2.fseries,fseries,6_3_2,100,9.524652439874977e-15,150.73621632012814,-2.499102660380486,13,-1.0,writhe_fallback,,,,21.922598177544373,6.263844318363542,True,knot_6.3.2\knot_6.3.2.txt,1.5341245408545972,2.749271330678796,0.06998777215356607,0.010196898471971767,17,1.0,1.0
knot_6.3.2_ideal.txt,knot_6.3.2\knot_6.3.2_ideal.txt,ideal,6_3_2,100,9.524652439874977e-15,150.73621632012814,-2.499102660380486,13,-1.0,writhe_fallback,,,,21.922598177544373,6.263844318363542,True,knot_6.3.2\knot_6.3.2.txt,1.5341245408545972,2.749271330678796,0.06998777215356607,0.010196898471971767,17,1.0,1.0
knot_6.3.3.fseries,knot_6.3.3\knot_6.3.3.fseries,fseries,6_3_3,100,6.097136226011371e-15,140.71496309479136,-0.04378543155173601,9,-1.0,writhe_fallback,,,,24.022343853397338,6.409112422069929,True,knot_6.3.3\knot_6.3.3.txt,2.4166922254655425,4.221224738514701,0.10061020100734658,0.017245059538183848,29,0.9999999999999996,1.0
knot_6.3.3_ideal.txt,knot_6.3.3\knot_6.3.3_ideal.txt,ideal,6_3_3,100,6.097136226011371e-15,140.71496309479136,-0.04378543155173601,9,-1.0,writhe_fallback,,,,24.022343853397338,6.409112422069929,True,knot_6.3.3\knot_6.3.3.txt,2.4166922254655425,4.221224738514701,0.10061020100734658,0.017245059538183848,29,0.9999999999999996,1.0
knot_6.3.fseries,knot_6.3\knot_6.3.fseries,fseries,6_3,100,4.965068306494546e-15,103.70796027837312,0.018828159665689962,7,1.0,writhe_fallback,,,,21.09634683208865,5.618046787762603,True,knot_6.3\knot_6.3.txt,0.4885925678758166,0.9571068946474264,0.02316004785612226,0.004711902521229293,11,1.0000000000000007,1.0
knot_6.3_ideal.txt,knot_6.3\knot_6.3_ideal.txt,ideal,6_3,100,4.965068306494546e-15,103.70796027837312,0.018828159665689962,7,1.0,writhe_fallback,,,,21.09634683208865,5.618046787762603,True,knot_6.3\knot_6.3.txt,0.4885925678758166,0.9571068946474264,0.02316004785612226,0.004711902521229293,11,1.0000000000000007,1.0
knot_7.1.fseries,knot_7.1\knot_7.1.fseries,fseries,7_1,100,4.351167857633658e-15,114.28015312042909,8.878286234688932,8,1.0,writhe_fallback,,,,24.34484274019422,6.61357841455559,True,knot_7.1\knot_7.1.txt,0.4458026937728889,0.8254097358927629,0.018334716391346987,0.003901747244728806,5,0.9999999999999997,1.0
knot_7.1_ideal.txt,knot_7.1\knot_7.1_ideal.txt,ideal,7_1,100,4.351167857633658e-15,114.28015312042909,8.878286234688932,8,1.0,writhe_fallback,,,,24.34484274019422,6.61357841455559,True,knot_7.1\knot_7.1.txt,0.4458026937728889,0.8254097358927629,0.018334716391346987,0.003901747244728806,5,0.9999999999999997,1.0
knot_7.2.5.fseries,knot_7.2.5\knot_7.2.5.fseries,fseries,7_2_5,100,3.972054645195637e-15,153.97311692949708,8.32853065266042,11,1.0,writhe_fallback,,,,25.191255525935105,6.930128114267546,True,knot_7.2.5\knot_7.2.5.txt,3.7764922163807424,7.414004628935362,0.15020243025034385,0.024672785537318963,47,0.9999999999999993,1.0
knot_7.2.5_ideal.txt,knot_7.2.5\knot_7.2.5_ideal.txt,ideal,7_2_5,100,3.972054645195637e-15,153.97311692949708,8.32853065266042,11,1.0,writhe_fallback,,,,25.191255525935105,6.930128114267546,True,knot_7.2.5\knot_7.2.5.txt,3.7764922163807424,7.414004628935362,0.15020243025034385,0.024672785537318963,47,0.9999999999999993,1.0
knot_7.2.6.fseries,knot_7.2.6\knot_7.2.6.fseries,fseries,7_2_6,100,6.209313709475223e-15,139.43834115084567,0.4336735042023194,12,1.0,writhe_fallback,,,,22.880599696536475,6.053417014622692,True,knot_7.2.6\knot_7.2.6.txt,2.806736352695135,4.553688107363534,0.1227034220230583,0.02018002075201942,29,1.0,1.0
knot_7.2.6_ideal.txt,knot_7.2.6\knot_7.2.6_ideal.txt,ideal,7_2_6,100,6.209313709475223e-15,139.43834115084567,0.4336735042023194,12,1.0,writhe_fallback,,,,22.880599696536475,6.053417014622692,True,knot_7.2.6\knot_7.2.6.txt,2.806736352695135,4.553688107363534,0.1227034220230583,0.02018002075201942,29,1.0,1.0
knot_7.2.8.fseries,knot_7.2.8\knot_7.2.8.fseries,fseries,7_2_8,100,5.634860374059478e-15,164.86911770013765,3.4880987384582456,12,1.0,writhe_fallback,,,,29.50492677092299,7.157002930020167,True,knot_7.2.8\knot_7.2.8.txt,5.646991427380195,10.5391136385452,0.19513601246292134,0.034675497651885656,47,1.0000000000000004,1.0
knot_7.2.8_ideal.txt,knot_7.2.8\knot_7.2.8_ideal.txt,ideal,7_2_8,100,5.634860374059478e-15,164.86911770013765,3.4880987384582456,12,1.0,writhe_fallback,,,,29.50492677092299,7.157002930020167,True,knot_7.2.8\knot_7.2.8.txt,5.646991427380195,10.5391136385452,0.19513601246292134,0.034675497651885656,47,1.0000000000000004,1.0
knot_7.2.fseries,knot_7.2\knot_7.2.fseries,fseries,7_2,100,3.845925372767128e-15,106.77425686159516,5.856454228452711,8,1.0,writhe_fallback,,,,22.73003186158853,5.964200116865567,True,knot_7.2\knot_7.2.txt,0.4636238019463588,1.0053794850972908,0.02039744619823495,0.004342068894604243,5,1.0000000000000007,1.0
knot_7.2_ideal.txt,knot_7.2\knot_7.2_ideal.txt,ideal,7_2,100,3.845925372767128e-15,106.77425686159516,5.856454228452711,8,1.0,writhe_fallback,,,,22.73003186158853,5.964200116865567,True,knot_7.2\knot_7.2.txt,0.4636238019463588,1.0053794850972908,0.02039744619823495,0.004342068894604243,5,1.0000000000000007,1.0
knot_7.3.fseries,knot_7.3\knot_7.3.fseries,fseries,7_3,100,6.362265728429862e-15,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,,,,30.667352030814353,8.11532619708419,True,knot_7.3\knot_7.3.txt,0.34367623444204787,0.7548480538682585,0.011250521784978871,0.0023964924101267963,5,0.9999999999999999,1.0
knot_7.3_ideal.txt,knot_7.3\knot_7.3_ideal.txt,ideal,7_3,100,6.362265728429862e-15,143.5782240956117,-7.350510994744264,8,-1.0,writhe_fallback,,,,30.667352030814353,8.11532619708419,True,knot_7.3\knot_7.3.txt,0.34367623444204787,0.7548480538682585,0.011250521784978871,0.0023964924101267963,5,0.9999999999999999,1.0
knot_7.4.fseries,knot_7.4\knot_7.4.fseries,fseries,7_4,100,3.66205343881779e-15,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,,,,26.283575884380816,6.568844540741854,True,knot_7.4\knot_7.4.txt,0.4762014963478231,0.931642483582627,0.018111099185672868,0.0038701443058160303,5,1.0000000000000009,1.0
knot_7.4_ideal.txt,knot_7.4\knot_7.4_ideal.txt,ideal,7_4,100,3.66205343881779e-15,123.11603125613449,-5.855373291875797,7,-1.0,writhe_fallback,,,,26.283575884380816,6.568844540741854,True,knot_7.4\knot_7.4.txt,0.4762014963478231,0.931642483582627,0.018111099185672868,0.0038701443058160303,5,1.0000000000000009,1.0
knot_8.17.fseries,knot_8.17\knot_8.17.fseries,fseries,8_17,100,5.068262347813025e-15,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,,,,19.14335772620869,4.9048545710878715,True,knot_8.17\knot_8.17.txt,0.4514936434256946,0.9687714525597061,0.02354530822753295,0.004257175010768064,5,1.0000000000000009,1.0
knot_8.17_ideal.txt,knot_8.17\knot_8.17_ideal.txt,ideal,8_17,100,5.068262347813025e-15,106.05110117054548,-0.010030103282419505,10,-1.0,writhe_fallback,,,,19.14335772620869,4.9048545710878715,True,knot_8.17\knot_8.17.txt,0.4514936434256946,0.9687714525597061,0.02354530822753295,0.004257175010768064,5,1.0000000000000009,1.0
knot_8.18.fseries,knot_8.18\knot_8.18.fseries,fseries,8_18,100,6.044346174157144e-15,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,,,,18.79489740733319,5.498833056529224,True,knot_8.18\knot_8.18.txt,0.3173853806309809,0.8307543690740967,0.01688730395567474,0.002604529027410215,758,1.000000000000001,1.0
knot_8.18_ideal.txt,knot_8.18\knot_8.18_ideal.txt,ideal,8_18,100,6.044346174157144e-15,121.84832893407481,-0.02827155299172523,12,-1.0,writhe_fallback,,,,18.79489740733319,5.498833056529224,True,knot_8.18\knot_8.18.txt,0.3173853806309809,0.8307543690740967,0.01688730395567474,0.002604529027410215,758,1.000000000000001,1.0
knot_8.1.fseries,knot_8.1\knot_8.1.fseries,fseries,8_1,100,3.978256139440565e-15,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,,,,24.40179955504838,6.164114170745165,True,knot_8.1\knot_8.1.txt,0.4746294468579939,0.8683722712943651,0.01944023143190417,0.003978733584348712,5,0.9999999999999998,1.0
knot_8.1_ideal.txt,knot_8.1\knot_8.1_ideal.txt,ideal,8_1,100,3.978256139440565e-15,119.28508258171426,2.4646963473927843,9,1.0,writhe_fallback,,,,24.40179955504838,6.164114170745165,True,knot_8.1\knot_8.1.txt,0.4746294468579939,0.8683722712943651,0.01944023143190417,0.003978733584348712,5,0.9999999999999998,1.0
knot_8.2.1.fseries,knot_8.2.1\knot_8.2.1.fseries,fseries,8_2_1,100,6.662263269364698e-15,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,,,,26.81397712226989,7.350189176029897,True,knot_8.2.1\knot_8.2.1.txt,2.418880766286196,4.3423228281036765,0.08971825765728579,0.016380539233091657,29,1.0000000000000002,1.0
knot_8.2.1_ideal.txt,knot_8.2.1\knot_8.2.1_ideal.txt,ideal,8_2_1,100,6.662263269364698e-15,148.3961636783773,-5.126836431945919,11,-1.0,writhe_fallback,,,,26.81397712226989,7.350189176029897,True,knot_8.2.1\knot_8.2.1.txt,2.418880766286196,4.3423228281036765,0.08971825765728579,0.016380539233091657,29,1.0000000000000002,1.0
knot_9.1.fseries,knot_9.1\knot_9.1.fseries,fseries,9_1,100,5.817748667262071e-15,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,,,,23.572389492827526,6.423319961843397,True,knot_9.1\knot_9.1.txt,0.464053037081526,0.9858954707298665,0.019686251510875902,0.003648546370712055,5,1.0000000000000002,1.0
knot_9.1_ideal.txt,knot_9.1\knot_9.1_ideal.txt,ideal,9_1,100,5.817748667262071e-15,127.18702082984483,11.674106241147959,9,1.0,writhe_fallback,,,,23.572389492827526,6.423319961843397,True,knot_9.1\knot_9.1.txt,0.464053037081526,0.9858954707298665,0.019686251510875902,0.003648546370712055,5,1.0000000000000002,1.0
knot_9.2.20.fseries,knot_9.2.20\knot_9.2.20.fseries,fseries,9_2_20,100,6.9970479439745904e-15,137.7789148963276,8.222539433792205,9,1.0,writhe_fallback,,,,23.606072475021318,6.2309564449236605,True,knot_9.2.20\knot_9.2.20.txt,1.2462643158845617,2.2519367157526444,0.052816507800263646,0.00906978920681926,17,0.9999999999999991,1.0
knot_9.2.20_ideal.txt,knot_9.2.20\knot_9.2.20_ideal.txt,ideal,9_2_20,100,6.9970479439745904e-15,137.7789148963276,8.222539433792205,9,1.0,writhe_fallback,,,,23.606072475021318,6.2309564449236605,True,knot_9.2.20\knot_9.2.20.txt,1.2462643158845617,2.2519367157526444,0.052816507800263646,0.00906978920681926,17,0.9999999999999991,1.0
knot_9.2.40.fseries,knot_9.2.40\knot_9.2.40.fseries,fseries,9_2_40,100,9.561463452010305e-15,156.22201872807554,-8.574620942644822,15,-1.0,writhe_fallback,,,,24.6152768579906,6.518815756012067,True,knot_9.2.40\knot_9.2.40.txt,2.621929161007948,4.715421339304078,0.107574311438212,0.01688228817496317,29,1.0000000000000002,1.0
knot_9.2.40_ideal.txt,knot_9.2.40\knot_9.2.40_ideal.txt,ideal,9_2_40,100,9.561463452010305e-15,156.22201872807554,-8.574620942644822,15,-1.0,writhe_fallback,,,,24.6152768579906,6.518815756012067,True,knot_9.2.40\knot_9.2.40.txt,2.621929161007948,4.715421339304078,0.107574311438212,0.01688228817496317,29,1.0000000000000002,1.0
knot_9.2.fseries,knot_9.2\knot_9.2.fseries,fseries,9_2,100,4.758442305016617e-15,134.54141881045533,7.263777318157745,10,1.0,writhe_fallback,,,,24.914932238548165,6.90110969229014,True,knot_9.2\knot_9.2.txt,0.35502772923285614,0.9295451470489435,0.01424938621486798,0.0026388259823051114,758,1.0,1.0
knot_9.2_ideal.txt,knot_9.2\knot_9.2_ideal.txt,ideal,9_2,100,4.758442305016617e-15,134.54141881045533,7.263777318157745,10,1.0,writhe_fallback,,,,24.914932238548165,6.90110969229014,True,knot_9.2\knot_9.2.txt,0.35502772923285614,0.9295451470489435,0.01424938621486798,0.0026388259823051114,758,1.0,1.0
knot_9.35.fseries,knot_9.35\knot_9.35.fseries,fseries,9_35,100,8.09169049910734e-15,157.4941450585082,7.138004273976117,12,1.0,writhe_fallback,,,,29.351424164179857,7.386724629627422,True,knot_9.35\knot_9.35.txt,0.41017714152690743,0.774432344333108,0.013974694997611772,0.002605578915144032,5,1.0000000000000004,1.0
knot_9.35_ideal.txt,knot_9.35\knot_9.35_ideal.txt,ideal,9_35,100,8.09169049910734e-15,157.4941450585082,7.138004273976117,12,1.0,writhe_fallback,,,,29.351424164179857,7.386724629627422,True,knot_9.35\knot_9.35.txt,0.41017714152690743,0.774432344333108,0.013974694997611772,0.002605578915144032,5,1.0000000000000004,1.0
knot_T2.3.fseries,knot_T2.3\knot_T2.3.fseries,fseries,T2_3,100,1.3345785898812087e-15,34.153800417912024,-3.3876939474974104,3,-1.0,writhe_fallback,,,,8.950771619126915,2.5787646353645792,True,knot_T2.3\knot_T2.3.txt,0.41825493153179943,0.6526391296208551,0.04668454830881284,0.012246063992059165,23,1.0000000000000009,1.0
knot_T2.3_ideal.txt,knot_T2.3\knot_T2.3_ideal.txt,ideal,T2_3,100,1.3345785898812087e-15,34.153800417912024,-3.3876939474974104,3,-1.0,writhe_fallback,,,,8.950771619126915,2.5787646353645792,True,knot_T2.3\knot_T2.3.txt,0.41825493153179943,0.6526391296208551,0.04668454830881284,0.012246063992059165,23,1.0000000000000009,1.0
knot_T2.5.fseries,knot_T2.5\knot_T2.5.fseries,fseries,T2_5,100,1.7342238036525468e-15,47.758461403540224,-6.164457453071002,5,-1.0,writhe_fallback,,,,10.95030244673391,3.038154940938812,True,knot_T2.5\knot_T2.5.txt,0.40968453385350106,0.8086077388821228,0.037452666995932804,0.008578792103058501,17,0.9999999999999988,1.0
knot_T2.5_ideal.txt,knot_T2.5\knot_T2.5_ideal.txt,ideal,T2_5,100,1.7342238036525468e-15,47.758461403540224,-6.164457453071002,5,-1.0,writhe_fallback,,,,10.95030244673391,3.038154940938812,True,knot_T2.5\knot_T2.5.txt,0.40968453385350106,0.8086077388821228,0.037452666995932804,0.008578792103058501,17,0.9999999999999988,1.0
knot_T2.7.fseries,knot_T2.7\knot_T2.7.fseries,fseries,T2_7,100,2.6378020591170607e-15,60.96395879264375,-8.93939124119658,7,-1.0,writhe_fallback,,,,12.99222722568465,3.489962832186869,True,knot_T2.7\knot_T2.7.txt,0.4478318047873306,0.7766342455206071,0.034470316866212325,0.0073443407435834955,17,1.0000000000000007,1.0
knot_T2.7_ideal.txt,knot_T2.7\knot_T2.7_ideal.txt,ideal,T2_7,100,2.6378020591170607e-15,60.96395879264375,-8.93939124119658,7,-1.0,writhe_fallback,,,,12.99222722568465,3.489962832186869,True,knot_T2.7\knot_T2.7.txt,0.4478318047873306,0.7766342455206071,0.034470316866212325,0.0073443407435834955,17,1.0000000000000007,1.0
knot_TL2.4.fseries,knot_TL2.4\knot_TL2.4.fseries,fseries,TL2_4,100,3.2277717743293425e-15,84.63192591430891,-3.6664642581513935,6,-1.0,writhe_fallback,,,,18.02374803504033,4.819138540079131,True,knot_TL2.4\knot_TL2.4.txt,1.8331379451678036,3.5545937754007775,0.10208709375834603,0.021754535055795807,52,1.0000000000000004,1.0
knot_TL2.4_ideal.txt,knot_TL2.4\knot_TL2.4_ideal.txt,ideal,TL2_4,100,3.2277717743293425e-15,84.63192591430891,-3.6664642581513935,6,-1.0,writhe_fallback,,,,18.02374803504033,4.819138540079131,True,knot_TL2.4\knot_TL2.4.txt,1.8331379451678036,3.5545937754007775,0.10208709375834603,0.021754535055795807,52,1.0000000000000004,1.0
