field_mT,signal_raw,source_file,figure_id,channel_raw,channel,chirality_class,channel_group,baseline,signal_bc,kappa_sst_m2_s,h_unit_sst_m4_s2
342.8131907,0.004649523,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0055103845,9.683619203488876e-09,1.8754496175635708e-16
342.8638278,0.002556965,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0034178265000000003,9.683619203488876e-09,1.8754496175635708e-16
342.914465,0.004072152,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0049330135,9.683619203488876e-09,1.8754496175635708e-16
342.9651021,0.001314779,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0021756405,9.683619203488876e-09,1.8754496175635708e-16
343.0157392,0.003390745,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0042516065,9.683619203488876e-09,1.8754496175635708e-16
343.0663763,0.000598754,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0014596155,9.683619203488876e-09,1.8754496175635708e-16
343.1170134,0.00283099,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0036918515,9.683619203488876e-09,1.8754496175635708e-16
343.1676505,-0.002809773,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0019489114999999997,9.683619203488876e-09,1.8754496175635708e-16
343.2182876,-0.000566178,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0002946835000000001,9.683619203488876e-09,1.8754496175635708e-16
343.2689247,-0.000591928,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0002689335,9.683619203488876e-09,1.8754496175635708e-16
343.3195618,-0.002241094,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0013802324999999999,9.683619203488876e-09,1.8754496175635708e-16
343.3701989,0.006274709,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0071355705,9.683619203488876e-09,1.8754496175635708e-16
343.420836,0.001224402,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0020852635,9.683619203488876e-09,1.8754496175635708e-16
343.4714731,-0.001242141,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.00038127949999999995,9.683619203488876e-09,1.8754496175635708e-16
343.5221102,0.00476036,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0056212215,9.683619203488876e-09,1.8754496175635708e-16
343.5727473,0.007947616,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0088084775,9.683619203488876e-09,1.8754496175635708e-16
343.6233844,0.00041224,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0012731015000000002,9.683619203488876e-09,1.8754496175635708e-16
343.6740215,0.000287876,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0011487375,9.683619203488876e-09,1.8754496175635708e-16
343.7246586,-0.005101502,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0042406405,9.683619203488876e-09,1.8754496175635708e-16
343.7752957,0.003551456,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0044123175,9.683619203488876e-09,1.8754496175635708e-16
343.8259328,0.006455494,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0073163555,9.683619203488876e-09,1.8754496175635708e-16
343.8765699,0.006763266,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0076241275,9.683619203488876e-09,1.8754496175635708e-16
343.927207,0.007280178,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0081410395,9.683619203488876e-09,1.8754496175635708e-16
343.9778441,0.004953688,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0058145495,9.683619203488876e-09,1.8754496175635708e-16
344.0284812,0.002899928,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0037607895000000002,9.683619203488876e-09,1.8754496175635708e-16
344.0791183,-0.000592789,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0002680725,9.683619203488876e-09,1.8754496175635708e-16
344.1297554,-1.92884e-05,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0008415731,9.683619203488876e-09,1.8754496175635708e-16
344.1803925,0.001730167,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0025910285,9.683619203488876e-09,1.8754496175635708e-16
344.2310296,0.001883878,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0027447395,9.683619203488876e-09,1.8754496175635708e-16
344.2816667,0.00549812,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.006358981499999999,9.683619203488876e-09,1.8754496175635708e-16
344.3323039,0.003967006,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0048278675,9.683619203488876e-09,1.8754496175635708e-16
344.382941,0.004874497,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0057353585,9.683619203488876e-09,1.8754496175635708e-16
344.4335781,0.008620525,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.009481386500000001,9.683619203488876e-09,1.8754496175635708e-16
344.4842152,0.000589484,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0014503455000000002,9.683619203488876e-09,1.8754496175635708e-16
344.5348523,-0.000562033,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.00029882850000000007,9.683619203488876e-09,1.8754496175635708e-16
344.5854894,-0.000265104,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0005957575000000001,9.683619203488876e-09,1.8754496175635708e-16
344.6361265,-0.008827034,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.007966172499999999,9.683619203488876e-09,1.8754496175635708e-16
344.6867636,-0.00364876,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0027878985,9.683619203488876e-09,1.8754496175635708e-16
344.7374007,-0.007554531,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0066936695,9.683619203488876e-09,1.8754496175635708e-16
344.7880378,-0.018668765,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0178079035,9.683619203488876e-09,1.8754496175635708e-16
344.8386749,-0.023337812,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0224769505,9.683619203488876e-09,1.8754496175635708e-16
344.889312,-0.036020305,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.035159443500000005,9.683619203488876e-09,1.8754496175635708e-16
344.9399491,-0.052456053,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.051595191500000005,9.683619203488876e-09,1.8754496175635708e-16
344.9905862,-0.085966633,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.0851057715,9.683619203488876e-09,1.8754496175635708e-16
345.0412233,-0.126119671,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.12525880949999998,9.683619203488876e-09,1.8754496175635708e-16
345.0918604,-0.175152114,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.1742912525,9.683619203488876e-09,1.8754496175635708e-16
345.1424975,-0.266937303,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.26607644150000004,9.683619203488876e-09,1.8754496175635708e-16
345.1931346,-0.399321978,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.39846111650000005,9.683619203488876e-09,1.8754496175635708e-16
345.2437717,-0.542498336,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.5416374745,9.683619203488876e-09,1.8754496175635708e-16
345.2944088,-0.671978673,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.6711178115,9.683619203488876e-09,1.8754496175635708e-16
345.3450459,-0.827305447,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.8264445855,9.683619203488876e-09,1.8754496175635708e-16
345.395683,-1.02287028,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-1.0220094185,9.683619203488876e-09,1.8754496175635708e-16
345.4463201,-1.015619071,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-1.0147582094999998,9.683619203488876e-09,1.8754496175635708e-16
345.4969572,-1.095516608,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-1.0946557465,9.683619203488876e-09,1.8754496175635708e-16
345.5475943,-1.196499778,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-1.1956389164999999,9.683619203488876e-09,1.8754496175635708e-16
345.5982314,-1.094562823,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-1.0937019614999999,9.683619203488876e-09,1.8754496175635708e-16
345.6488685,-0.914926614,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.9140657525,9.683619203488876e-09,1.8754496175635708e-16
345.6995056,-0.842386584,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.8415257225,9.683619203488876e-09,1.8754496175635708e-16
345.7501427,-0.679787679,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.6789268175000001,9.683619203488876e-09,1.8754496175635708e-16
345.8007799,-0.401508368,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.40064750650000003,9.683619203488876e-09,1.8754496175635708e-16
345.851417,-0.195112707,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,-0.1942518455,9.683619203488876e-09,1.8754496175635708e-16
345.9020541,0.091292098,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0921529595,9.683619203488876e-09,1.8754496175635708e-16
345.9526912,0.383850165,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.3847110265,9.683619203488876e-09,1.8754496175635708e-16
346.0033283,0.617272451,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.6181333125,9.683619203488876e-09,1.8754496175635708e-16
346.0539654,0.734499634,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.7353604954999999,9.683619203488876e-09,1.8754496175635708e-16
346.1046025,0.907571892,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.9084327535,9.683619203488876e-09,1.8754496175635708e-16
346.1552396,0.939540804,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.9404016654999999,9.683619203488876e-09,1.8754496175635708e-16
346.2058767,1.0,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,1.0008608615,9.683619203488876e-09,1.8754496175635708e-16
346.2565138,0.977255434,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.9781162955,9.683619203488876e-09,1.8754496175635708e-16
346.3071509,0.907295254,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.9081561155,9.683619203488876e-09,1.8754496175635708e-16
346.357788,0.770938314,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.7717991755,9.683619203488876e-09,1.8754496175635708e-16
346.4084251,0.649646575,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.6505074365,9.683619203488876e-09,1.8754496175635708e-16
346.4590622,0.52358963,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.5244504915,9.683619203488876e-09,1.8754496175635708e-16
346.5096993,0.472843227,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.47370408849999995,9.683619203488876e-09,1.8754496175635708e-16
346.5603364,0.345813073,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.3466739345,9.683619203488876e-09,1.8754496175635708e-16
346.6109735,0.263615112,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.26447597349999996,9.683619203488876e-09,1.8754496175635708e-16
346.6616106,0.197366426,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.19822728750000002,9.683619203488876e-09,1.8754496175635708e-16
346.7122477,0.150083376,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.1509442375,9.683619203488876e-09,1.8754496175635708e-16
346.7628848,0.125424441,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.1262853025,9.683619203488876e-09,1.8754496175635708e-16
346.8135219,0.084833575,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0856944365,9.683619203488876e-09,1.8754496175635708e-16
346.864159,0.078700832,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0795616935,9.683619203488876e-09,1.8754496175635708e-16
346.9147961,0.058304801,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0591656625,9.683619203488876e-09,1.8754496175635708e-16
346.9654332,0.03907317,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.039934031499999995,9.683619203488876e-09,1.8754496175635708e-16
347.0160703,0.039496315,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.040357176499999994,9.683619203488876e-09,1.8754496175635708e-16
347.0667074,0.032477693,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0333385545,9.683619203488876e-09,1.8754496175635708e-16
347.1173445,0.029522935,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0303837965,9.683619203488876e-09,1.8754496175635708e-16
347.1679816,0.024905801,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.025766662500000002,9.683619203488876e-09,1.8754496175635708e-16
347.2186188,0.021081452,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0219423135,9.683619203488876e-09,1.8754496175635708e-16
347.2692559,0.025870881,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0267317425,9.683619203488876e-09,1.8754496175635708e-16
347.319893,0.019203673,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0200645345,9.683619203488876e-09,1.8754496175635708e-16
347.3705301,0.014807357,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0156682185,9.683619203488876e-09,1.8754496175635708e-16
347.4211672,0.016257654,CASTLE-NWU-UNIPR-Eckvahl-Science2023-Fig2a.txt,Fig2a,2,control_2,0,control,-0.0008608615,0.0171185155,9.683619203488876e-09,1.8754496175635708e-16
