source_type,family,label,p,q,expected_pq,expected_pq_plus_1,torus_status,torus_SL,torus_SL_round,torus_SL_abs_err_vs_pq,core_required_abs_to_pq_plus_1,curve_length_dimless,model,phi_turns,phi_rad,holonomy_status,assumption,n_selected,selected_matches_required,epistemic_status,SL_phys_selected_signed,SL_phys_selected_abs,SL_phys_required_abs,spin_half_compatible,twoomega_integral_turns,core_n_formula
analytic,torus,"analytic:T(2,5)",2,5,10,11,PASS_DERIVED_PQ,-10.001377611570001,-10,0.0013776115700014913,1,15.497923484453226,twoomega_transit,2.4665711302107014,15.497923484453226,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=15.4979, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",2,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-12,12,11,False,2.4665711302107014,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,5)",2,5,10,11,PASS_DERIVED_PQ,-10.001377611570001,-10,0.0013776115700014913,1,15.497923484453226,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-11,11,11,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-14,14,15,False,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-15,15,15,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-15,15,15,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-15,15,15,True,1.0,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,twoomega_transit,2.899540507258407,18.218350312778067,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=18.2184, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-17,17,15,True,2.899540507258407,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,7)",2,7,14,15,PASS_DERIVED_PQ,-14.004129620095686,-14,0.004129620095685738,1,18.218350312778067,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-15,15,15,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-18,18,19,False,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-19,19,19,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-19,19,19,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-19,19,19,True,1.0,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,twoomega_transit,3.388939125214142,21.293332518471537,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=21.2933, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-21,21,19,True,3.388939125214142,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,9)",2,9,18,19,PASS_DERIVED_PQ,-18.01235092518204,-18,0.01235092518204084,1,21.293332518471537,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-19,19,19,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-22,22,23,False,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-23,23,23,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-23,23,23,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-23,23,23,True,1.0,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,twoomega_transit,3.913906661009046,24.591800826124352,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=24.5918, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-25,25,23,True,3.913906661009046,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(2,11)",2,11,22,23,PASS_DERIVED_PQ,-22.032441026673148,-22,0.03244102667314763,1,24.59180082612435,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-23,23,23,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-6,6,7,False,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-7,7,7,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-7,7,7,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-7,7,7,True,1.0,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,twoomega_transit,2.9228163198320547,18.364596556353476,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=18.3646, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-9,9,7,True,2.9228163198320547,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,2)",3,2,6,7,PASS_DERIVED_PQ,-6.0028676587188805,-6,0.002867658718880506,1,18.364596556353476,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-7,7,7,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-12,12,13,False,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-13,13,13,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-13,13,13,True,,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-13,13,13,True,1.0,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,twoomega_transit,3.1209396284721884,19.60944201821097,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=19.6094, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-15,15,13,True,3.1209396284721884,n_core=(1/2π)∮dθ_core
analytic,torus,"analytic:T(3,4)",3,4,12,13,PASS_DERIVED_PQ,-12.00569459867108,-12,0.005694598671080797,1,19.60944201821097,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-13,13,13,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-6,6,7,False,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-7,7,7,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,True,SELECTS_REQUIRED_BY_CANON_CORE_CYCLE,-7,7,7,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,True,SELECTS_REQUIRED_BY_CLOSURE_ASSUMPTION,-7,7,7,True,1.0,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,twoomega_transit,2.104017807247478,13.219933772541564,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=13.2199, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",2,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-8,8,7,False,2.104017807247478,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:3:1:1,2,3,6,7,PASS_DERIVED_PQ,-6.000214432083619,-6,0.0002144320836192648,1,13.219933772541562,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,True,SELECTS_REQUIRED_BY_INPUT_ASSUMPTION,-7,7,7,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-9,9,11,False,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-10,10,11,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,canon_core_cycle,1.0000000000000002,6.283185307179587,CANON_CORE_CYCLE_CLOSURE,"computed from canonical core cycle: Ω_core=v_swirl/r_c=7.76344e+20 s^-1, T_core=2π r_c/v_swirl=8.0933e-21 s, ΩT/(2π)=1; does not use pq+1 or curve length",1,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-10,10,11,True,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,twoomega_cycle,1.0,6.283185307179586,CLOSURE_ASSUMPTION_SELECTS_PLUS_ONE,"uses Ω_core T_cycle=2π (equivalently (1/4π)∫ω_core dt=1); closure assumption, not derived from curve length",1,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-10,10,11,True,1.0,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,twoomega_transit,2.540027508505651,15.95946352127468,DIAGNOSTIC_TRANSIT_MODEL,"Φ=Ω_core L/v with L_dimless=15.9595, length_unit=1.40897e-15 m, Ω=7.76344e+20 s^-1, v=1.09385e+06 m/s",3,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-12,12,11,True,2.540027508505651,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:5:1:1,2,5,10,11,SOURCE_FIT_NOT_CANONICAL,-9.000494032339319,-9,0.9995059676606814,2,15.959463521274678,background,1.0,6.283185307179586,EXTERNAL_BACKGROUND_INPUT,uses user-specified Φ_bg/(2π)=1 with sign_mode=unsigned,1,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,-10,10,11,True,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,zero,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,unit,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,canon_core_cycle,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,twoomega_cycle,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,twoomega_transit,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,control_twist,ideal:5:1:2 (5_2_twist_control),2,,,,NO_TORUS_TARGET,,,,,17.0115069913697,background,nan,nan,NO_TORUS_REQUIREMENT,non-torus/control row; no pq+1 target,,,NO_TORUS_REQUIREMENT,,,,,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:7:1:1,2,7,14,15,SOURCE_FIT_NOT_CANONICAL,13.00483576711963,13,0.99516423288037,2,18.6009190288653,zero,0.0,0.0,NULL_BACKGROUND,Φ_bg=0; selects n=0 unless other terms intervene,0,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,13,13,15,False,,n_core=(1/2π)∮dθ_core
ideal,torus,ideal:7:1:1,2,7,14,15,SOURCE_FIT_NOT_CANONICAL,13.00483576711963,13,0.99516423288037,2,18.6009190288653,unit,1.0,6.283185307179586,INPUT_UNIT_HOLONOMY,assumes one unsigned 2π core holonomy; tests consequences only,1,False,DOES_NOT_SELECT_REQUIRED_CORE_TWIST,14,14,15,True,,n_core=(1/2π)∮dθ_core
