label,source_type,p,q,expected_pq,torus_SL_round,model,phi_turns,n_core,E_spring,E_abs,E_odd_bonus,E_total,selected,matches_required
"analytic:T(2,5)",analytic,2,5,10,-10,unit,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,unit,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,0,39.47841760435744,0.0,0.0,39.47841760435744,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,1,7.888609052210118e-31,0.0,-0.0,7.888609052210118e-31,True,True
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,2,39.47841760435742,0.0,0.0,39.47841760435742,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,canon_core_cycle,1.0000000000000002,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_cycle,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,-3,1179.7493415450433,0.0,-0.0,1179.7493415450433,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,-2,787.6046032646364,0.0,0.0,787.6046032646364,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,-1,474.4167001929441,0.0,-0.0,474.4167001929441,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,0,240.18563232996684,0.0,0.0,240.18563232996684,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,1,84.91139967570432,0.0,-0.0,84.91139967570432,False,True
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,2,8.594002230156683,0.0,0.0,8.594002230156683,True,False
"analytic:T(2,5)",analytic,2,5,10,-10,twoomega_transit,2.4665711302107014,3,11.233439993323907,0.0,-0.0,11.233439993323907,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,5)",analytic,2,5,10,-10,background,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,-3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,-2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,-1,39.47841760435743,0.0,-0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,0,0.0,0.0,0.0,0.0,True,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,1,39.47841760435743,0.0,-0.0,39.47841760435743,False,True
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,zero,0.0,3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,unit,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,0,39.47841760435744,0.0,0.0,39.47841760435744,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,1,7.888609052210118e-31,0.0,-0.0,7.888609052210118e-31,True,True
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,2,39.47841760435742,0.0,0.0,39.47841760435742,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,canon_core_cycle,1.0000000000000002,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_cycle,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,-3,1374.0296725961039,0.0,-0.0,1374.0296725961039,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,-2,947.6990425617215,0.0,0.0,947.6990425617215,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,-1,600.3252477360537,0.0,-0.0,600.3252477360537,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,0,331.9082881191007,0.0,0.0,331.9082881191007,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,1,142.4481637108626,0.0,-0.0,142.4481637108626,False,True
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,2,31.944874511339343,0.0,0.0,31.944874511339343,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,twoomega_transit,2.899540507258407,3,0.3984205205309548,0.0,-0.0,0.3984205205309548,True,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,7)",analytic,2,7,14,-14,background,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,-3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,-2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,-1,39.47841760435743,0.0,-0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,0,0.0,0.0,0.0,0.0,True,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,1,39.47841760435743,0.0,-0.0,39.47841760435743,False,True
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,zero,0.0,3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,unit,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,0,39.47841760435744,0.0,0.0,39.47841760435744,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,1,7.888609052210118e-31,0.0,-0.0,7.888609052210118e-31,True,True
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,2,39.47841760435742,0.0,0.0,39.47841760435742,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,canon_core_cycle,1.0000000000000002,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_cycle,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,-3,1611.4514923071122,0.0,-0.0,1611.4514923071122,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,-2,1146.4794962434257,0.0,0.0,1146.4794962434257,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,-1,760.4643353884542,0.0,-0.0,760.4643353884542,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,0,453.4060097421974,0.0,0.0,453.4060097421974,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,1,225.30451930465554,0.0,-0.0,225.30451930465554,False,True
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,2,76.15986407582851,0.0,0.0,76.15986407582851,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,twoomega_transit,3.388939125214142,3,5.972044055716352,0.0,-0.0,5.972044055716352,True,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,9)",analytic,2,9,18,-18,background,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,-3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,-2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,-1,39.47841760435743,0.0,-0.0,39.47841760435743,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,0,0.0,0.0,0.0,0.0,True,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,1,39.47841760435743,0.0,-0.0,39.47841760435743,False,True
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,2,157.91367041742973,0.0,0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,zero,0.0,3,355.3057584392169,0.0,-0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,unit,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,0,39.47841760435744,0.0,0.0,39.47841760435744,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,1,7.888609052210118e-31,0.0,-0.0,7.888609052210118e-31,True,True
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,2,39.47841760435742,0.0,0.0,39.47841760435742,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,canon_core_cycle,1.0000000000000002,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,1,0.0,0.0,-0.0,0.0,True,True
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,2,39.47841760435743,0.0,0.0,39.47841760435743,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_cycle,1.0,3,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,-3,1887.151476077735,0.0,-0.0,1887.151476077735,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,-2,1380.7297048003657,0.0,0.0,1380.7297048003657,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,-1,953.2647687317104,0.0,-0.0,953.2647687317104,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,0,604.7566678717703,0.0,0.0,604.7566678717703,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,1,335.2054022205451,0.0,-0.0,335.2054022205451,False,True
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,2,144.61097177803472,0.0,0.0,144.61097177803472,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,twoomega_transit,3.913906661009046,3,32.97337654423921,0.0,-0.0,32.97337654423921,True,False
"analytic:T(2,11)",analytic,2,11,22,-22,background,1.0,-3,631.6546816697189,0.0,-0.0,631.6546816697189,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,background,1.0,-2,355.3057584392169,0.0,0.0,355.3057584392169,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,background,1.0,-1,157.91367041742973,0.0,-0.0,157.91367041742973,False,False
"analytic:T(2,11)",analytic,2,11,22,-22,background,1.0,0,39.47841760435743,0.0,0.0,39.47841760435743,False,False
