source_type,family,canonical_label,label,path,p,q,control_for_q,expected_pq,expected_pq_plus_1,samples,Wr,PT_Lk0,PT_Lk0_round,PT_Tw0_est,torus_normal_kind,torus_SL,torus_SL_round,torus_SL_abs,torus_SL_abs_err_vs_pq,torus_status,core_required_abs_to_pq_plus_1,SL_null_n0_signed,SL_null_n0_abs,SL_core_plus1_signed,SL_core_plus1_abs,SL_core_minus1_signed,SL_core_minus1_abs,n_selected_null,n_selected_model,core_n0_model_input,energy_status,trap_target,trap_Lk,trap_error,trap_status,ribbon_eps,seg_min,seg_mean,seg_max,bbox_diag,fit_R_major,fit_minor_mean,fit_minor_cv,notes
fseries,torus,"T(2,3)",Knots_FourierSeries/3_1/knot.3_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\3_1\knot.3_1p.fseries,2,3,,6,7,1024,3.5954201336552707,4.000203164249453,4,0.4047830305941824,pca_fit_surface_normal,0.5842346547323642,1,0.5842346547323642,5.415765345267635,SOURCE_FIT_NOT_CANONICAL,6,1,1,2,2,0,0,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.034768759626306,0.034768759626306434,PASS_ANY_TARGET,0.026805576693103135,0.011440332575414177,0.014170492395413143,0.016312869684258116,3.350697086637892,0.8504779911751204,0.49636575994102794,0.35073442294909657,
fseries,torus,"T(2,3)",Knots_FourierSeries/3_1/knot.3_1u.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\3_1\knot.3_1u.fseries,2,3,,6,7,1024,3.892708659782694,4.000351384242059,4,0.10764272445936474,pca_fit_surface_normal,6.001999335880298,6,6.001999335880298,0.001999335880298325,PASS_DERIVED_PQ,1,6,6,7,7,5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.053537145083332,0.053537145083332405,PASS_ANY_TARGET,0.030321614267813712,0.009559771113749707,0.017325269275922945,0.025556295028708143,3.790201783476714,0.8746075659740951,0.4847712319923647,0.01577196415819075,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1.fseries,2,5,,10,11,1024,6.69006725512923,7.000213675475951,7,0.31014642034672146,pca_fit_surface_normal,10.003713206882413,10,10.003713206882413,0.003713206882412834,PASS_DERIVED_PQ,1,10,10,11,11,9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.03738374315849,0.03738374315848958,PASS_ANY_TARGET,0.02851876143397968,0.011851715826556792,0.01709312966248619,0.02284768864131121,3.5648451792474596,0.9319145629960529,0.36258828509881147,0.02223235106751639,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1p.fseries,2,5,,10,11,1024,6.418775216075031,6.000333485097003,6,-0.41844173097802795,pca_fit_surface_normal,3.563465193877819,4,3.563465193877819,6.4365348061221805,SOURCE_FIT_NOT_CANONICAL,7,4,4,5,5,3,3,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.03519236709443,0.03519236709443163,PASS_ANY_TARGET,0.02588233193096979,0.013893648548884118,0.016724391490248312,0.01835863798833922,3.2352914913712234,0.896910994188236,0.3828501448819174,0.5780491532100919,
fseries,torus,"T(2,5)",Knots_FourierSeries/5_1/knot.5_1u.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_1\knot.5_1u.fseries,2,5,,10,11,1024,7.75313218413507,8.005763969078846,8,0.2526317849437758,pca_fit_surface_normal,10.029108400584423,10,10.029108400584423,0.029108400584423322,PASS_DERIVED_PQ,1,10,10,11,11,9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.3261905158723,0.32619051587230175,CHECK_TRAP,0.030807096298121787,0.014278845924647801,0.027846353714104155,0.04163743368336608,3.850887037265223,0.883904844302239,0.4675940605117448,0.017638102411305024,
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2.fseries,2,,5,,,1024,4.813954981900083,5.00076825087404,5,0.18681326897395678,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.025979818861257543,0.013366817522758668,0.015597317754178294,0.01790056730515301,3.2474773576571927,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2d.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2d.fseries,2,,5,,,1024,1.1340373735247551e-11,-4.0626285131227323e-13,0,-1.1746636586559824e-11,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.025808458399505654,0.010180046615990751,0.022316747893649555,0.03420430124080381,3.2260572999382067,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,Knots_FourierSeries/5_2/knot.5_2r.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\5_2\knot.5_2r.fseries,2,,5,,,1024,3.2975215800711153,1.9893022793058375,2,-1.3082193007652778,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.027483487316299442,0.006238490769087714,0.020213451634829696,0.03046649339003508,3.4354359145374302,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,torus,"T(2,7)",Knots_FourierSeries/7_1/knot.7_1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\7_1\knot.7_1.fseries,2,7,,14,15,1024,9.044507430681078,9.000150259712258,9,-0.044357170968819304,pca_fit_surface_normal,14.00417326526092,14,14.00417326526092,0.0041732652609205445,PASS_DERIVED_PQ,1,14,14,15,15,13,13,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.02444568428367,0.024445684283669777,PASS_ANY_TARGET,0.027404204756476307,0.014436417278141985,0.016851193213615626,0.019898880705676136,3.4255255945595384,0.9617919199346979,0.27371128186518473,0.022650700455169197,
fseries,torus,"T(2,7)",Knots_FourierSeries/7_1/knot.7_1p.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\Knots_FourierSeries\7_1\knot.7_1p.fseries,2,7,,14,15,1024,9.395578614989764,9.00111260211495,9,-0.39446601287481364,pca_fit_surface_normal,12.686793221495273,13,12.686793221495273,1.3132067785047266,SOURCE_FIT_NOT_CANONICAL,2,13,13,14,14,12,12,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.03357953016578,0.03357953016578108,PASS_ANY_TARGET,0.02593095068897164,0.013777677803377204,0.01730661303632998,0.020600235292727694,3.241368836121455,0.908705552790283,0.36011598616301277,0.5862492517644641,
fseries,torus,"T(2,3)",knotplot/knot_3.1/knot_3.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_3.1\knot_3.1.fseries,2,3,,6,7,1024,3.3792739972125987,3.0000550113530773,3,-0.3792189858595214,pca_fit_surface_normal,6.000280875479666,6,6.000280875479666,0.0002808754796657098,PASS_DERIVED_PQ,1,6,6,7,7,5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.033362819584763,0.03336281958476306,PASS_ANY_TARGET,0.02726159345181425,0.012551344081387443,0.01285304770386756,0.013423058814655452,3.407699181476781,0.8933447213966736,0.448531326301121,0.06125476434593786,
fseries,torus,"T(2,5)",knotplot/knot_5.1/knot_5.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.1\knot_5.1.fseries,2,5,,10,11,1024,6.137728664065135,6.000180220074571,6,-0.1375484439905641,pca_fit_surface_normal,9.000204038609574,9,9.000204038609574,0.9997959613904257,SOURCE_FIT_NOT_CANONICAL,2,9,9,10,10,8,8,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.024158538619353,0.024158538619353465,PASS_ANY_TARGET,0.02960468432631425,0.014722333447938106,0.015268297425418392,0.016829108351768828,3.700585540789281,0.9020644493938215,0.39039145632299754,0.4714487355714782,
fseries,control_twist,5_2_twist_control,knotplot/knot_5.2/knot_5.2.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.2\knot_5.2.fseries,2,,5,,,1024,4.6105599892857745,5.000507766379317,5,0.38994777709354267,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.030546965787299128,0.015283870714675275,0.015813501191329037,0.017633088470368364,3.8183707234123907,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,control_twist,5_2_twist_control,knotplot/knot_5.2.1/knot_5.2.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_5.2.1\knot_5.2.1.fseries,2,,5,,,1024,0.5395585249909075,1.0014298821108962,1,0.4618713571199887,not_available,,,,,NO_TORUS_TARGET,,,,,,,,0,1,1.0,NO_TORUS_FRAMING,25,,,SKIPPED,0.03087545808502731,0.011259057613883018,0.01747462612774698,0.02677491507875281,3.8594322606284135,,,,fseries label matched 5_2 twist control; torus pq rule not applied
fseries,torus,"T(2,7)",knotplot/knot_7.1/knot_7.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_7.1\knot_7.1.fseries,2,7,,14,15,1024,8.8949668196652,9.000470976446556,9,0.10550415678135572,pca_fit_surface_normal,11.00065574825916,11,11.00065574825916,2.9993442517408404,SOURCE_FIT_NOT_CANONICAL,4,11,11,12,12,10,10,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.018909878232474,0.018909878232474142,PASS_ANY_TARGET,0.02944786049786256,0.015608165934356667,0.01687401198343806,0.02035372144219345,3.68098256223282,0.8908202556262539,0.41531518692870206,0.44366840197252977,
fseries,torus,"T(2,9)",knotplot/knot_9.1/knot_9.1.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_9.1\knot_9.1.fseries,2,9,,18,19,1024,11.668111735793083,12.000989336397762,12,0.33287760060467875,pca_fit_surface_normal,15.001843461260249,15,15.001843461260249,2.9981565387397513,SOURCE_FIT_NOT_CANONICAL,4,15,15,16,16,14,14,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.019449413692666,0.01944941369266573,PASS_ANY_TARGET,0.029358197807440856,0.018759695060500004,0.01933572123775923,0.01991698047894399,3.669774725930107,0.9145515240766562,0.36776458122494726,0.4577898978898451,
fseries,torus,"T(2,3)",knotplot/knot_T2.3/knot_T2.3.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.3\knot_T2.3.fseries,2,3,,6,7,1024,-3.395056044795907,-3.000058014409031,-3,0.39499803038687586,pca_fit_surface_normal,-6.0002685496797366,-6,6.0002685496797366,0.00026854967973655164,PASS_DERIVED_PQ,1,-6,6,-7,7,-5,5,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.073956944973773,0.07395694497377292,PASS_ANY_TARGET,0.02776749367376315,0.012835222098934992,0.012933695132262798,0.013066383134117955,3.4709367092203935,0.8897002996375998,0.4550537298424321,0.08102586910271561,
fseries,torus,"T(2,5)",knotplot/knot_T2.5/knot_T2.5.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.5\knot_T2.5.fseries,2,5,,10,11,1024,-6.174275127112746,-6.000141520341897,-6,0.174133606770849,pca_fit_surface_normal,-10.000997047402874,-10,10.000997047402874,0.0009970474028744292,PASS_DERIVED_PQ,1,-10,10,-11,11,-9,9,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.101056699635773,0.10105669963577313,PASS_ANY_TARGET,0.02883395227090992,0.015025490870764224,0.015350782694712935,0.01562245519660553,3.60424403386374,0.911140428487691,0.3792824716702753,0.42486979985111084,
fseries,torus,"T(2,7)",knotplot/knot_T2.7/knot_T2.7.fseries,C:\workspace\projects\SwirlStringTheory\papers\SST-CANON\Derive_Constants\routeB_RT_bem\knotplot\knot_T2.7\knot_T2.7.fseries,2,7,,14,15,1024,-8.939980808347102,-9.00036575030426,-9,-0.06038494195715849,pca_fit_surface_normal,-10.999834108266572,-11,10.999834108266572,3.0001658917334275,SOURCE_FIT_NOT_CANONICAL,4,-11,11,-12,12,-10,10,0,1,1.0,MODEL_INPUT_SELECTS_PLUS_ONE,25,25.134626377493827,0.13462637749382722,PASS_ANY_TARGET,0.029781481545974302,0.016254839459087463,0.01705832863372544,0.017307312919645764,3.7226851932467877,0.8952961323742487,0.40679308954011395,0.4463215122069774,
