s_m,x_m,y_m,z_m,kappa_m_inv,tau_m_inv,phi_integrated_rad,phi_pt_rad
2.1939514621155792e-15,1.2324142174728057e-14,6.0734685385564673e-15,1.7812291521498196e-15,1.1348124978470883e+14,1.0884619300507784e+14,5.1634406525474541e-01,-3.6851692381090873e-02
2.2293377760206689e-15,1.2344000552047334e-14,6.0498290843558581e-15,1.7639371834037348e-15,1.1340327813772808e+14,9.8318406243304984e+13,5.2019573080779713e-01,-3.2197826858955114e-02
2.2647240899257590e-15,1.2363743067845249e-14,6.0261115138310029e-15,1.7466195317953183e-15,1.1329528063690325e+14,8.1734866911927766e+13,5.2367485679377090e-01,-2.8191583628144556e-02
2.3001104038308491e-15,1.2383369454751383e-14,6.0023165893823968e-15,1.7292760126433036e-15,1.1316534023239258e+14,6.0547966313329391e+13,5.2656715245130714e-01,-2.5102789845329765e-02
2.3354967177359388e-15,1.2402879474971919e-14,5.9784450105628649e-15,1.7119065568687524e-15,1.1301927111116231e+14,3.6637944168872414e+13,5.2870972179358544e-01,-2.3119957685583614e-02
2.3708830316410289e-15,1.2422272922443789e-14,5.9544973992496321e-15,1.6945112335373521e-15,1.1286109594072095e+14,1.2153859899015902e+13,5.3000620358678230e-01,-2.2330455436874841e-02
2.4062693455461190e-15,1.2441549627299447e-14,5.9304742951763352e-15,1.6770902607270854e-15,1.1269399260494556e+14,-1.0684305735405600e+13,5.3043628388832731e-01,-2.2710861753106437e-02
2.4416556594512091e-15,1.2460709459871587e-14,5.9063761607091176e-15,1.6596440029716761e-15,1.1252141869748845e+14,-2.9803844844163984e+13,5.3005820569171636e-01,-2.4128489640820039e-02
2.4770419733562988e-15,1.2479752331329872e-14,5.8822033928146243e-15,1.6421729548631694e-15,1.1234810637609444e+14,-4.3493841369753375e+13,5.2900355748248207e-01,-2.6353750738266291e-02
2.5124282872613889e-15,1.2498678188556304e-14,5.8579563396318466e-15,1.6246777118947092e-15,1.1218066235230844e+14,-5.0589698349274602e+13,5.2746447075883385e-01,-2.9082112334954946e-02
2.5478146011664790e-15,1.2517487001938911e-14,5.8336353189425903e-15,1.6071589311072005e-15,1.1202759685303800e+14,-5.0603101809470320e+13,5.2567428781268255e-01,-3.1963798733112059e-02
2.5832009150715687e-15,1.2536178746201694e-14,5.8092406360946261e-15,1.5896172853788906e-15,1.1189872473196312e+14,-4.3778796182939742e+13,5.2388363056748144e-01,-3.4638866260208623e-02
2.6185872289766588e-15,1.2554753375931747e-14,5.7847725994774939e-15,1.5720534160872157e-15,1.1180401016401502e+14,-3.1068879100633531e+13,5.2233446034336495e-01,-3.6774637958730150e-02
2.6539735428817489e-15,1.2573210798822488e-14,5.7602315323597723e-15,1.5544678892390184e-15,1.1175204305787052e+14,-1.4026386305458580e+13,5.2123504723483072e-01,-3.8101729528088102e-02
2.6893598567868390e-15,1.2591550850563161e-14,5.7356177806367885e-15,1.5368611599326761e-15,1.1174842186760248e+14,5.3692977276642676e+12,5.2073870512607168e-01,-3.8444300168369638e-02
2.7247461706919287e-15,1.2609773275575613e-14,5.7109317166873754e-15,1.5192335491854072e-15,1.1179435813581603e+14,2.4934187893319734e+13,5.2092870478091269e-01,-3.7740143197084741e-02
2.7601324845970188e-15,1.2627877717342169e-14,5.6861737400061278e-15,1.5015852358115494e-15,1.1188580501477311e+14,4.2522637644178211e+13,5.2181103378067417e-01,-3.6047157728060553e-02
2.7955187985021089e-15,1.2645863720914460e-14,5.6613442755138370e-15,1.4839162643241430e-15,1.1201334318450370e+14,5.6264240355889703e+13,5.2331575318442347e-01,-3.3534673685937433e-02
2.8309051124071990e-15,1.2663730748495911e-14,5.6364437704533929e-15,1.4662265679568045e-15,1.1216294289491323e+14,6.4770127043917828e+13,5.2530673725528843e-01,-3.0460660263689654e-02
2.8662914263122887e-15,1.2681478206992188e-14,5.6114726905922018e-15,1.4485160040925306e-15,1.1232153605271839e+14,6.7279696539694688e+13,5.2759871330253705e-01,-2.7138312916789031e-02
2.9016777402173788e-15,1.2699105484433194e-14,5.5864315161524817e-15,1.4307843978674381e-15,1.1246558627579572e+14,6.3750897573539625e+13,5.2997949376372988e-01,-2.3897131439705399e-02
2.9370640541224689e-15,1.2716611990501346e-14,5.5613207375670923e-15,1.4130315886823127e-15,1.1257910044060408e+14,5.4855035847200125e+13,5.3223540303699834e-01,-2.1043946848920303e-02
2.9724503680275586e-15,1.2733997195344742e-14,5.5361408509004121e-15,1.3952574739449867e-15,1.1265255895901177e+14,4.1897205055785117e+13,5.3417652055476239e-01,-1.8828358865363048e-02
3.0078366819326487e-15,1.2751260660618648e-14,5.5108923526478214e-15,1.3774620446474888e-15,1.1268153068016834e+14,2.6652926241224844e+13,5.3565910820461238e-01,-1.7416880324412132e-02
3.0432229958377388e-15,1.2768402018777977e-14,5.4855757123111237e-15,1.3596454017177992e-15,1.1266971036507148e+14,1.1149209190762721e+13,5.3660225701907349e-01,-1.6874993120715054e-02
3.0786093097428289e-15,1.2785421069021627e-14,5.4601914183728149e-15,1.3418077800740717e-15,1.1262911008143000e+14,-2.5901909148451431e+12,5.3699678643529136e-01,-1.7160482779144504e-02
3.1139956236479186e-15,1.2802317705699745e-14,5.4347399398984449e-15,1.3239495299196622e-15,1.1257898212311897e+14,-1.2802176736974406e+13,5.3690512912650445e-01,-1.8127957437643172e-02
3.1493819375530086e-15,1.2819091865093896e-14,5.4092217089328523e-15,1.3060710892169098e-15,1.1254353020559511e+14,-1.8211046396503926e+13,5.3645210728182147e-01,-1.9544817064983899e-02
3.1847682514580987e-15,1.2835743493751660e-14,5.3836371228954924e-15,1.2881729499508633e-15,1.1254469458895111e+14,-1.8186751785328043e+13,5.3580768547749458e-01,-2.1118753179631744e-02
3.2201545653631884e-15,1.2852272493214854e-14,5.3579865397493457e-15,1.2702556141191562e-15,1.1261205330524464e+14,-1.2833284767637961e+13,5.3516412336990504e-01,-2.2534222806177340e-02
3.2555408792682785e-15,1.2868678665581509e-14,5.3322702763448423e-15,1.2523195481489506e-15,1.1276360410349762e+14,-2.9704371906860605e+12,5.3471000072668395e-01,-2.3495036036639938e-02
3.2909271931733686e-15,1.2884961668162584e-14,5.3064886108377413e-15,1.2343651418384090e-15,1.1300610907655650e+14,9.9621418307498555e+12,5.3460488790381899e-01,-2.3766909450760432e-02
3.3263135070784587e-15,1.2901120984737480e-14,5.2806417896399428e-15,1.2163926774226153e-15,1.1333632717135955e+14,2.4078979650100098e+13,5.3495741138180897e-01,-2.3212815162197753e-02
3.3616998209835484e-15,1.2917155919031184e-14,5.2547300387638535e-15,1.1984023131522311e-15,1.1373841070838284e+14,3.7267297122375719e+13,5.3580947771422172e-01,-2.1814605183952507e-02
3.3970861348886385e-15,1.2933065613270051e-14,5.2287535787496797e-15,1.1803940840051282e-15,1.1418467164643634e+14,4.7431769033602211e+13,5.3712822998858833e-01,-1.9677094391147731e-02
3.4324724487937286e-15,1.2948849091388057e-14,5.2027126417222687e-15,1.1623679200545578e-15,1.1464070584628031e+14,5.2733527366769930e+13,5.3880666545668510e-01,-1.7014689417945261e-02
3.4678587626988183e-15,1.2964505323093454e-14,5.1766074886210474e-15,1.1443236808512647e-15,1.1506024889177378e+14,5.1813458725754062e+13,5.4067271060940825e-01,-1.4124286515443618e-02
3.5032450766039084e-15,1.2980033302017216e-14,5.1504384243784348e-15,1.1262612022033562e-15,1.1539806960363492e+14,4.3955467229976969e+13,5.4250619792438626e-01,-1.1350232491095458e-02
3.5386313905089985e-15,1.2995432128953332e-14,5.1242058088586852e-15,1.1081803501850482e-15,1.1561811894686431e+14,2.9190474297725227e+13,5.4406161988563106e-01,-9.0470588429385490e-03
3.5740177044140886e-15,1.3010701090080399e-14,5.0979100617378007e-15,1.0900810762520569e-15,1.1569117117417261e+14,8.3152652048349590e+12,5.4509456317216887e-01,-7.5451048391639297e-03
3.6094040183191787e-15,1.3025839692999227e-14,5.0715516472318041e-15,1.0719634633246950e-15,1.1560142942667878e+14,-1.7158810470388836e+13,5.4538880975691117e-01,-7.1192528556460744e-03
3.6447903322242688e-15,1.3040847770076629e-14,5.0451310948946821e-15,1.0538277735389296e-15,1.1534896197803062e+14,-4.5133911937146992e+13,5.4478162270336805e-01,-7.9629306339961126e-03
3.6801766461293581e-15,1.3055725471631031e-14,5.0186489743872513e-15,1.0356744683315250e-15,1.1495023255653030e+14,-7.3120179715094453e+13,5.4318449992779561e-01,-1.0167142588026978e-02
3.7155629600344482e-15,1.3070473197586038e-14,4.9921058522001675e-15,1.0175042058614605e-15,1.1443659612524578e+14,-9.8484469017850281e+13,5.4059704629560068e-01,-1.3704812532201682e-02
3.7509492739395383e-15,1.3085091572787553e-14,4.9655022811513507e-15,9.9931782896374899e-16,1.1384821817319236e+14,-1.1872678873735083e+14,5.3711204396015888e-01,-1.8422827239154005e-02
3.7863355878446284e-15,1.3099581371237154e-14,4.9388387780357898e-15,9.8111633091892703e-16,1.1323823119988517e+14,-1.3176862927636814e+14,5.3291074054495569e-01,-2.4043403361422078e-02
3.8217219017497185e-15,1.3113943424549232e-14,4.9121158053674173e-15,9.6290080610974150e-16,1.1265900759592073e+14,-1.3619423284542514e+14,5.2824793446653873e-01,-3.0180406502181123e-02
3.8571082156548086e-15,1.3128178525448542e-14,4.8853337599530574e-15,9.4467239056433234e-16,1.1215347687956964e+14,-1.3142786148180930e+14,5.2342852259100758e-01,-3.6372634735316378e-02
3.8924945295598987e-15,1.3142287337847522e-14,4.8584929702229116e-15,9.2643219848901754e-16,1.1175732593775386e+14,-1.1780710840177352e+14,5.1877777502873756e-01,-4.2132975417781937e-02
3.9278808434649880e-15,1.3156270324210113e-14,4.8315937031039375e-15,9.0818126129875384e-16,1.1149260176758270e+14,-9.6560982076342062e+13,5.1460901571058149e-01,-4.7007278373322192e-02
3.9632671573700781e-15,1.3170127698613621e-14,4.8046361799125767e-15,8.8992047531514972e-16,1.1136576415669162e+14,-6.9687554912007984e+13,5.1119207848784420e-01,-5.0632505065151934e-02
3.9986534712751682e-15,1.3183859410478428e-14,4.7776205994420138e-15,8.7165056327268844e-16,1.1136778156031383e+14,-3.9747619001305266e+13,5.0872609279444969e-01,-5.2782466535877592e-02
4.0340397851802583e-15,1.3197465159835851e-14,4.7505471653132010e-15,8.5337205319117628e-16,1.1147622916599473e+14,-9.5942805648644590e+12,5.0731957107148962e-01,-5.3392255441583325e-02
4.0694260990853484e-15,1.3210944440830557e-14,4.7234161139141271e-15,8.3508527623881325e-16,1.1165907282012823e+14,1.7934440746646430e+13,5.0698006484772784e-01,-5.2558217951246711e-02
4.1048124129904385e-15,1.3224296606493325e-14,4.6962277389889602e-15,8.1679038316395892e-16,1.1187958976026025e+14,4.0325090080114516e+13,5.0761469859770081e-01,-5.0516425641365048e-02
4.1401987268955286e-15,1.3237520945171457e-14,4.6689824092145351e-15,7.9848737695260475e-16,1.1210172480936302e+14,5.5660915037571438e+13,5.0904165489352682e-01,-4.7606645820902571e-02
4.1755850408006179e-15,1.3250616757717988e-14,4.6416805759022400e-15,7.8017615778024243e-16,1.1229513173718330e+14,6.2820745497525797e+13,5.1101128950529084e-01,-4.4229743115877573e-02
4.2109713547057080e-15,1.3263583424769510e-14,4.6143227692000413e-15,7.6185657522583731e-16,1.1243920722720952e+14,6.1580812275537648e+13,5.1323428412521810e-01,-4.0804854636551591e-02
4.2463576686107981e-15,1.3276420455130416e-14,4.5869095826906321e-15,7.4352848218873585e-16,1.1252557489333434e+14,5.2612005199385883e+13,5.1541340207893072e-01,-3.7730027088341167e-02
4.2817439825158882e-15,1.3289127509184006e-14,4.5594416478921687e-15,7.2519178501672161e-16,1.1255869434464555e+14,3.7379701666451969e+13,5.1727514701009236e-01,-3.5347719292128543e-02
4.3171302964209783e-15,1.3301704394960006e-14,4.5319196016509444e-15,7.0684648497110046e-16,1.1255452759011211e+14,1.7963319490722520e+13,5.1859787686694003e-01,-3.3915509415298972e-02
4.3525166103260683e-15,1.3314151038491985e-14,4.5043440505628635e-15,6.8849270722896265e-16,1.1253746241687683e+14,-3.1810270633393164e+12,5.1923353252921622e-01,-3.3582644302465603e-02
4.3879029242311584e-15,1.3326467433842977e-14,4.4767155372030281e-15,6.7013071502059102e-16,1.1253593743150697e+14,-2.3487153516396984e+13,5.1912096770701222e-01,-3.4374254725756614e-02
4.4232892381362478e-15,1.3338653581140956e-14,4.4490345129707543e-15,6.5176090806823386e-16,1.1257740342291250e+14,-4.0544881002654375e+13,5.1828984391994404e-01,-3.6186230934948993e-02
4.4586755520413378e-15,1.3350709422725233e-14,4.4213013217411715e-15,6.3338380606768197e-16,1.1268335938801442e+14,-5.2337216900519328e+13,5.1685511003353957e-01,-3.8793875364777186e-02
4.4940618659464279e-15,1.3362634787804277e-14,4.3935161973097354e-15,6.1500001938275808e-16,1.1286520145588528e+14,-5.7426278634581258e+13,5.1500308884737900e-01,-4.1875819762391409e-02
4.5294481798515180e-15,1.3374429354811596e-14,4.3656792759594518e-15,5.9661021027178103e-16,1.1312151573848809e+14,-5.5074230090683969e+13,5.1297098452521450e-01,-4.5051447602075134e-02
4.5648344937566081e-15,1.3386092638085577e-14,4.3377906235752546e-15,5.7821504873770566e-16,1.1343724791800012e+14,-4.5293572934931047e+13,5.1102211053114444e-01,-4.7926368229022520e-02
4.6002208076616982e-15,1.3397624001949190e-14,4.3098502748176670e-15,5.5981516743613991e-16,1.1378491964172516e+14,-2.8826865631356777e+13,5.0941933794138583e-01,-5.0138069252200435e-02
4.6356071215667883e-15,1.3409022701236098e-14,4.2818582802014948e-15,5.4141111998359707e-16,1.1412777109140612e+14,-7.0602538713749316e+12,5.0839926142525482e-01,-5.1393996518390050e-02
4.6709934354718776e-15,1.3420287943370446e-14,4.2538147557289914e-15,5.2300334652091516e-16,1.1442442956077669e+14,1.8119771834435672e+13,5.0814942506551275e-01,-5.1496952076882430e-02
4.7063797493769677e-15,1.3431418963826933e-14,4.2257199291718297e-15,5.0459214958008538e-16,1.1463447529249961e+14,4.4510809493059508e+13,5.0879061699953476e-01,-5.0356562934645188e-02
4.7417660632820578e-15,1.3442415104637539e-14,4.1975741772681409e-15,4.8617768227350814e-16,1.1472413447133200e+14,6.9799645911314242e+13,5.1036569047642577e-01,-4.7988940416426207e-02
4.7771523771871479e-15,1.3453275884886607e-14,4.1693780489946996e-15,4.6775994967921419e-16,1.1467129953636747e+14,9.1767004068098859e+13,5.1283564265710768e-01,-4.4508353316305538e-02
4.8125386910922380e-15,1.3464001052953954e-14,4.1411322715883429e-15,4.4933882313459682e-16,1.1446916496843566e+14,1.0847556872870241e+14,5.1608293866919108e-01,-4.0114579796906913e-02
4.8479250049973281e-15,1.3474590612522369e-14,4.1128377379421597e-15,4.3091406606400242e-16,1.1412795899926681e+14,1.1843152600670562e+14,5.1992148919525805e-01,-3.5078142557215086e-02
4.8833113189024182e-15,1.3485044817762922e-14,4.0844954761538961e-15,4.1248536902648886e-16,1.1367451419871623e+14,1.2071369563250903e+14,5.2411234435079024e-01,-2.9723727417926726e-02
4.9186976328075075e-15,1.3495364137182655e-14,4.0561066040911638e-15,3.9405239093719212e-16,1.1314971198629628e+14,1.1506323733186241e+14,5.2838395707708574e-01,-2.4410551146084591e-02
4.9540839467125976e-15,1.3505549189811040e-14,4.0276722736080129e-15,3.7561480293445161e-16,1.1260411518331392e+14,1.0192334148441677e+14,5.3245562091224685e-01,-1.9507903177592434e-02
4.9894702606176877e-15,1.3515600661133816e-14,3.9991936102868783e-15,3.5717233116515103e-16,1.1209233339807231e+14,8.2417519134865375e+13,5.3606231226827006e-01,-1.5364910773354001e-02
