r,n_eff,theta_phi1
0.07539895132423584,1.0,0.8099677108014307
0.07638466672794134,1.0,0.812620126762903
0.07737038213164685,1.0,0.8152049524629781
0.07835609753535236,1.0,0.8177247390212493
0.07934181293905787,1.0,0.8201819107636604
0.08032752834276335,1.0,0.8225787730032668
0.08131324374646887,1.0,0.824917519254965
0.08229895915017438,1.0,0.8272002379316565
0.08328467455387989,1.0,0.8294289185648163
0.08427038995758537,1.0,0.831605457588415
0.08525610536129088,1.0,0.8337316637215415
0.0862418207649964,1.0,0.8358092629818359
0.08722753616870191,1.0,0.8378399033589456
0.08821325157240742,1.0,0.8398251591746003
0.0891989669761129,1.0,0.8417665351535505
0.09018468237981841,1.0,0.843665470227498
0.09117039778352393,1.0,0.845523341092227
0.09215611318722944,1.0,0.8473414655364175
0.09314182859093492,1.0,0.8491211055590596
0.09412754399464043,1.0,0.8508634702909651
0.09511325939834595,1.0,0.8525697187345912
0.09609897480205146,1.0,0.8542409623352255
0.09708469020575697,1.0,0.8558782673955155
0.09807040560946245,1.0,0.8574826573443702
0.09905612101316796,1.0,0.8590551148703767
0.10004183641687348,1.0,0.8605965839290778
0.10102755182057899,1.0,0.8621079716327288
0.1020132672242845,1.0,0.8635901500304805
0.10299898262798998,1.0,0.8650439577863321
0.1039846980316955,1.0,0.8664702017616379
0.104970413435401,1.0,0.8678696585084409
0.10595612883910652,1.0,0.8692430756794439
0.106941844242812,1.0,0.870591173359995
0.10792755964651751,1.0,0.8719146453270751
0.10891327505022302,1.0,0.8732141602399115
0.10989899045392854,1.0,0.8744903627665126
0.11088470585763405,1.0,0.8757438746501099
0.11187042126133953,1.0,0.8769752957192148
0.11285613666504504,1.0,0.8781852048447383
0.11384185206875055,1.0,0.8793741608473816
0.11482756747245607,1.0,0.8805427033582877
0.11581328287616155,1.0,0.8816913536357357
0.11679899827986706,1.0,0.8828206153404804
0.11778471368357257,1.0,0.883930975272153
0.11877042908727808,1.0,0.8850229040689921
0.1197561444909836,1.0,0.8860968568730124
0.12074185989468908,1.0,0.8871532739625912
0.12172757529839459,1.0,0.8881925813543154
0.1227132907021001,1.0,0.889215191375821
0.12369900610580561,1.0,0.8902215032112407
0.1246847215095111,1.0,0.8912119034207789
0.1256704369132166,1.0,0.8921867664358302
0.12665615231692212,1.0,0.893146455030978
0.12764186772062763,1.0,0.8940913207741209
0.12862758312433314,1.0,0.8950217044559011
0.12961329852803863,1.0,0.8959379364995359
0.13059901393174414,1.0,0.8968403373520893
0.13158472933544965,1.0,0.8977292178581555
0.13257044473915516,1.0,0.8986048796168701
0.13355616014286067,1.0,0.899467615323111
0.13454187554656616,1.0,0.9003177090937002
0.13552759095027167,1.0,0.9011554367793684
0.13651330635397718,1.0,0.9019810662632037
0.1374990217576827,1.0,0.9027948577462629
0.13848473716138818,1.0,0.9035970640209832
0.1394704525650937,1.0,0.9043879307330003
0.1404561679687992,1.0,0.9051676966319402
0.1414418833725047,1.0,0.9059365938117245
0.14242759877621022,1.0,0.9066948479408964
0.14341331417991574,1.0,0.9074426784834467
0.14439902958362122,1.0,0.9081802989105965
0.14538474498732673,1.0,0.9089079169039622
0.14637046039103224,1.0,0.9096257345505117
0.14735617579473775,1.0,0.910333948529696
0.14834189119844324,1.0,0.9110327502931184
0.14932760660214875,1.0,0.9117223262370885
0.15031332200585426,1.0,0.9124028578683853
0.15129903740955977,1.0,0.9130745219635413
0.15228475281326528,1.0,0.9137374907219401
0.15327046821697077,1.0,0.9143919319130043
0.15425618362067628,1.0,0.9150380090177431
0.1552418990243818,1.0,0.9156758813649042
0.1562276144280873,1.0,0.9163057042619722
0.1572133298317928,1.0,0.9169276291212389
0.1581990452354983,1.0,0.9175418035811603
0.1591847606392038,1.0,0.9181483716232036
0.16017047604290932,1.0,0.9187474736843805
0.16115619144661483,1.0,0.9193392467656499
0.16214190685032032,1.0,0.9199238245363665
0.16312762225402583,1.0,0.9205013374349424
0.16411333765773134,1.0,0.9210719127658807
0.16509905306143685,1.0,0.9216356747933331
0.16608476846514236,1.0,0.9221927448313256
0.16707048386884785,1.0,0.922743241330791
0.16805619927255336,1.0,0.9232872799635365
0.16904191467625887,1.0,0.9238249737032757
0.17002763007996438,1.0,0.9243564329038396
0.17101334548366987,1.0,0.9248817653746846
0.17199906088737538,1.0,0.9254010764538028
0.1729847762910809,1.0,0.9259144690781396
0.1739704916947864,1.0,0.9264220438516179
0.1749562070984919,1.0,0.9269238991108618
0.1759419225021974,1.0,0.9274201309887118
0.1769276379059029,1.0,0.927910833475616
0.17791335330960842,1.0,0.928396098478981
0.17889906871331393,1.0,0.9288760158805602
0.17988478411701941,1.0,0.9293506735919556
0.18087049952072493,1.0,0.9298201576083042
0.18185621492443044,1.0,0.930284552060219
0.18284193032813595,1.0,0.930743939264049
0.18382764573184146,1.0,0.9311983997705231
0.18481336113554694,1.0,0.9316480124118361
0.18579907653925246,1.0,0.9320928543472373
0.18678479194295797,1.0,0.9325330011071743
0.18777050734666348,1.0,0.9329685266360468
0.188756222750369,1.0,0.9333995033336205
0.18974193815407447,1.0,0.933826002095151
0.19072765355777999,1.0,0.9342480923502618
0.1917133689614855,1.0,0.9346658421006251
0.192699084365191,1.0,0.9350793179564832
0.1936847997688965,1.0,0.9354885851720582
0.194670515172602,1.0,0.9358937076798824
0.19565623057630752,1.0,0.9362947481240931
0.19664194598001303,1.0,0.9366917678927253
0.19762766138371854,1.0,0.9370848271490385
0.19861337678742402,1.0,0.9374739848619095
0.19959909219112953,1.0,0.9378592988353254
0.20058480759483505,1.0,0.9382408257370074
0.20157052299854056,1.0,0.9386186211261935
0.20255623840224604,1.0,0.9389927394806115
0.20354195380595155,1.0,0.9393632342226658
0.20452766920965706,1.0,0.9397301577448701
0.20551338461336258,1.0,0.9400935614345464
0.2064991000170681,1.0,0.9404534956978156
0.20748481542077357,1.0,0.9408100099829066
0.20847053082447908,1.0,0.9411631528028026
0.2094562462281846,1.0,0.9415129717572479
0.2104419616318901,1.0,0.9418595135541367
0.2114276770355956,1.0,0.9422028240303038
0.2124133924393011,1.0,0.9425429481717352
0.2133991078430066,1.0,0.9428799301332206
0.21438482324671213,1.0,0.9432138132574613
0.21537053865041764,1.0,0.9435446400936551
0.21635625405412312,1.0,0.9438724524155728
0.21734196945782863,1.0,0.9441972912391424
0.21832768486153414,1.0,0.9445191968395568
0.21931340026523966,1.0,0.9448382087679214
0.22029911566894514,1.0,0.9451543658674526
0.22128483107265065,1.0,0.9454677062892463
0.22227054647635616,1.0,0.9457782675076232
0.22325626188006167,1.0,0.9460860863350712
0.22424197728376719,1.0,0.9463911989367907
0.22522769268747267,1.0,0.9466936408448602
0.22621340809117818,1.0,0.9469934469720299
0.2271991234948837,1.0,0.9472906516251576
0.2281848388985892,1.0,0.9475852885182944
0.22917055430229472,1.0,0.9478773907854356
0.2301562697060002,1.0,0.9481669909929411
0.2311419851097057,1.0,0.9484541211516393
0.23212770051341122,1.0,0.9487388127286227
0.23311341591711673,1.0,0.9490210966587441
0.23409913132082222,1.0,0.949301003355822
0.23508484672452773,1.0,0.9495785627235644
0.23607056212823324,1.0,0.9498538041662188
0.23705627753193875,1.0,0.9501267565989565
0.23804199293564426,1.0,0.9503974484579991
0.23902770833934975,1.0,0.9506659077104943
0.24001342374305526,1.0,0.9509321618641481
0.24099913914676077,1.0,0.9511962379766208
0.24198485455046628,1.0,0.9514581626646935
0.24297056995417177,1.0,0.9517179621132115
0.24395628535787728,1.0,0.95197566208381
0.2449420007615828,1.0,0.9522312879234311
0.2459277161652883,1.0,0.9524848645726333
0.2469134315689938,1.0,0.9527364165737043
0.2478991469726993,1.0,0.9529859680785789
0.2488848623764048,1.0,0.9532335428565691
0.24987057778011032,1.0,0.9534791643019118
0.2508562931838158,1.0,0.9537228554411372
0.2518420085875213,1.0,0.9539646389402654
0.2528277239912268,1.0,0.9542045371118345
0.25381343939493234,1.0,0.9544425719217643
0.25479915479863785,1.0,0.9546787649960607
0.25578487020234336,1.0,0.9549131376273666
0.2567705856060488,1.0,0.9551457107813592
0.25775630100975433,1.0,0.9553765051030031
0.25874201641345984,1.0,0.955605540922659
0.25972773181716535,1.0,0.9558328382620539
0.26071344722087086,1.0,0.9560584168401153
0.2616991626245764,1.0,0.9562822960786743
0.2626848780282819,1.0,0.9565044951080395
0.2636705934319874,1.0,0.9567250327724466
0.2646563088356929,1.0,0.9569439276353857
0.26564202423939837,1.0,0.9571611979848104
0.2666277396431039,1.0,0.9573768618382308
0.2676134550468094,1.0,0.9575909369476944
0.2685991704505149,1.0,0.9578034408046573
0.2695848858542204,1.0,0.9580143906447482
0.2705706012579259,1.0,0.9582238034524289
0.27155631666163144,1.0,0.9584316959655521
0.2725420320653369,1.0,0.958638084679822
0.2735277474690424,1.0,0.9588429858531573
0.2745134628727479,1.0,0.9590464155099595
0.2754991782764534,1.0,0.9592483894452918
0.27648489368015894,1.0,0.9594489232289664
0.27747060908386445,1.0,0.9596480322095461
0.27845632448756996,1.0,0.9598457315182599
0.2794420398912755,1.0,0.9600420360728368
0.280427755294981,1.0,0.9602369605812576
0.28141347069868644,1.0,0.9604305195454289
0.28239918610239195,1.0,0.960622727264779
0.28338490150609746,1.0,0.9608135978397802
0.284370616909803,1.0,0.9610031451753962
0.2853563323135085,1.0,0.9611913829844599
0.286342047717214,1.0,0.9613783247909795
0.2873277631209195,1.0,0.961563983933378
0.288313478524625,1.0,0.9617483735676656
0.28929919392833053,1.0,0.9619315066705474
0.290284909332036,1.0,0.9621133960424674
0.2912706247357415,1.0,0.9622940543105918
0.292256340139447,1.0,0.9624734939317303
0.2932420555431525,1.0,0.9626517271952002
0.29422777094685804,1.0,0.9628287662256313
0.29521348635056355,1.0,0.963004622985716
0.29619920175426906,1.0,0.9631793092789033
0.29718491715797457,1.0,0.9633528367520402
0.2981706325616801,1.0,0.9635252168979602
0.29915634796538554,1.0,0.9636964610580204
0.30014206336909105,1.0,0.9638665804245895
0.30112777877279656,1.0,0.9640355860434855
0.3021134941765021,1.0,0.9642034888163671
0.3030992095802076,1.0,0.9643702995030776
0.3040849249839131,1.0,0.9645360287239437
0.3050706403876186,1.0,0.9647006869620293
0.3060563557913241,1.0,0.9648642845653455
0.30704207119502963,1.0,0.9650268317490196
0.30802778659873514,1.0,0.9651883385974203
0.3090135020024406,1.0,0.9653488150662435
0.3099992174061461,1.0,0.9655082709845583
0.3109849328098516,1.0,0.9656667160568133
0.31197064821355713,1.0,0.9658241598648063
0.31295636361726265,1.0,0.965980611869615
0.31394207902096816,1.0,0.9661360814134926
0.31492779442467367,1.0,0.9662905777217274
0.3159135098283792,1.0,0.9664441099044675
0.3168992252320847,1.0,0.9665966869585114
0.31788494063579015,1.0,0.9667483177690659
0.31887065603949566,1.0,0.9668990111114706
0.31985637144320117,1.0,0.9670487756528905
0.3208420868469067,1.0,0.9671976199539783
0.3218278022506122,1.0,0.9673455524705057
0.3228135176543177,1.0,0.9674925815549636
0.3237992330580232,1.0,0.9676387154581355
0.32478494846172873,1.0,0.9677839623306401
0.32577066386543424,1.0,0.9679283302244468
0.3267563792691397,1.0,0.9680718270943641
0.3277420946728452,1.0,0.9682144607995001
0.3287278100765507,1.0,0.9683562391046978
0.32971352548025623,1.0,0.9684971696819441
0.33069924088396174,1.0,0.9686372601117536
0.33168495628766725,1.0,0.9687765178845277
0.33267067169137277,1.0,0.96891495040189
0.3336563870950783,1.0,0.9690525649779975
0.3346421024987838,1.0,0.9691893688408287
0.33562781790248924,1.0,0.9693253691334492
0.33661353330619476,1.0,0.9694605729152552
0.33759924870990027,1.0,0.9695949871631945
0.3385849641136058,1.0,0.969728618772967
0.3395706795173113,1.0,0.9698614745602042
0.3405563949210168,1.0,0.9699935612616275
0.3415421103247223,1.0,0.9701248855361867
0.3425278257284278,1.0,0.9702554539661801
0.34351354113213334,1.0,0.9703852730583532
0.3444992565358388,1.0,0.97051434924498
0.3454849719395443,1.0,0.9706426888849256
0.3464706873432498,1.0,0.9707702982646901
0.34745640274695533,1.0,0.9708971835994353
0.34844211815066084,1.0,0.9710233510339938
0.34942783355436635,1.0,0.9711488066438608
0.35041354895807186,1.0,0.9712735564361694
0.3513992643617774,1.0,0.9713976063506494
0.3523849797654829,1.0,0.9715209622605703
0.35337069516918834,1.0,0.9716436299736678
0.35435641057289385,1.0,0.9717656152330558
0.35534212597659937,1.0,0.9718869237181222
0.3563278413803049,1.0,0.9720075610454105
0.3573135567840104,1.0,0.9721275327694872
0.3582992721877159,1.0,0.9722468443837932
0.3592849875914214,1.0,0.9723655013214832
0.3602707029951269,1.0,0.9724835089562506
0.36125641839883244,1.0,0.9726008726031379
0.36224213380253795,1.0,0.972717597519335
0.3632278492062434,1.0,0.9728336889049646
0.3642135646099489,1.0,0.9729491519038541
0.3651992800136544,1.0,0.9730639916042954
0.36618499541735994,1.0,0.9731782130397924
0.36717071082106545,1.0,0.9732918211897962
0.36815642622477096,1.0,0.9734048209804291
0.3691421416284765,1.0,0.9735172172851966
0.370127857032182,1.0,0.9736290149256875
0.3711135724358875,1.0,0.9737402186722642
0.37209928783959295,1.0,0.9738508332447405
0.37308500324329846,1.0,0.9739608633130498
0.374070718647004,1.0,0.974070313497902
0.3750564340507095,1.0,0.9741791883714307
0.376042149454415,1.0,0.9742874924578295
0.3770278648581205,1.0,0.9743952302339792
0.378013580261826,1.0,0.974502406130064
0.37899929566553153,1.0,0.9746090245301791
0.37998501106923704,1.0,0.9747150897729285
0.3809707264729425,1.0,0.9748206061520139
0.381956441876648,1.0,0.9749255779168131
0.3829421572803535,1.0,0.9750300092729515
0.38392787268405904,1.0,0.9751339043828632
0.38491358808776455,1.0,0.9752372673663441
0.38589930349147006,1.0,0.9753401023010969
0.38688501889517557,1.0,0.9754424132232664
0.3878707342988811,1.0,0.9755442041279687
0.3888564497025866,1.0,0.9756454789698104
0.38984216510629205,1.0,0.9757462416634008
0.39082788050999756,1.0,0.975846496083857
0.39181359591370307,1.0,0.9759462460672998
0.3927993113174086,1.0,0.9760454954113438
0.3937850267211141,1.0,0.9761442478755783
0.3947707421248196,1.0,0.9762425071820432
0.3957564575285251,1.0,0.9763402770156958
0.39674217293223063,1.0,0.976437561024872
0.39772788833593614,1.0,0.9765343628217396
0.3987136037396416,1.0,0.9766306859827456
0.3996993191433471,1.0,0.9767265340490571
0.4006850345470526,1.0,0.9768219105269945
0.40167074995075813,1.0,0.9769168188884596
0.40265646535446364,1.0,0.9770112625713568
0.40364218075816916,1.0,0.9771052449800082
0.40462789616187467,1.0,0.9771987694855621
0.4056136115655802,1.0,0.9772918394263973
0.4065993269692857,1.0,0.9773844581085193
0.40758504237299115,1.0,0.9774766288059521
0.40857075777669666,1.0,0.9775683547611239
0.40955647318040217,1.0,0.9776596391852476
0.4105421885841077,1.0,0.9777504852586952
0.4115279039878132,1.0,0.9778408961313674
0.4125136193915187,1.0,0.9779308749230575
0.4134993347952242,1.0,0.9780204247238105
0.4144850501989297,1.0,0.9781095485942763
0.41547076560263524,1.0,0.9781982495660592
0.4164564810063407,1.0,0.9782865306420608
0.4174421964100462,1.0,0.9783743947968199
0.4184279118137517,1.0,0.9784618449768452
0.41941362721745723,1.0,0.9785488841009461
0.42039934262116274,1.0,0.9786355150605565
0.42138505802486825,1.0,0.9787217407200552
0.42237077342857376,1.0,0.9788075639170822
0.4233564888322793,1.0,0.9788929874628489
0.4243422042359848,1.0,0.978978014142446
0.42532791963969024,1.0,0.9790626467151455
0.42631363504339576,1.0,0.9791468879147001
0.42729935044710127,1.0,0.9792307404496362
0.4282850658508068,1.0,0.9793142070035454
0.4292707812545123,1.0,0.9793972902353705
0.4302564966582178,1.0,0.9794799927796872
0.4312422120619233,1.0,0.9795623172469835
0.4322279274656288,1.0,0.9796442662239337
0.43321364286933434,1.0,0.97972584227367
0.43419935827303985,1.0,0.9798070479360487
0.4351850736767453,1.0,0.9798878857279146
0.4361707890804508,1.0,0.9799683581433613
0.4371565044841563,1.0,0.9800484676539865
0.43814221988786184,1.0,0.9801282167091463
0.43912793529156735,1.0,0.9802076077362041
0.44011365069527286,1.0,0.9802866431407773
0.4410993660989784,1.0,0.9803653253069797
0.4420850815026839,1.0,0.9804436565976622
0.4430707969063894,1.0,0.9805216393546482
0.44405651231009485,1.0,0.9805992758989677
0.44504222771380036,1.0,0.9806765685310874
0.4460279431175059,1.0,0.9807535195311381
0.4470136585212114,1.0,0.9808301311591385
0.4479993739249169,1.0,0.9809064056552168
0.4489850893286224,1.0,0.980982345239829
0.4499708047323279,1.0,0.981057952113974
0.45095652013603343,1.0,0.9811332284594069
0.45194223553973895,1.0,0.9812081764388485
0.4529279509434444,1.0,0.9812827981961924
0.4539136663471499,1.0,0.9813570958567093
0.4548993817508554,1.0,0.9814310715272491
0.45588509715456094,1.0,0.98150472729644
0.45687081255826645,1.0,0.9815780652348849
0.45785652796197196,1.0,0.9816510873953552
0.45884224336567747,1.0,0.9817237958129832
0.459827958769383,1.0,0.98179619250545
0.4608136741730885,1.0,0.9818682794731732
0.46179938957679395,1.0,0.9819400586994904
0.46278510498049946,1.0,0.9820115321508416
0.463770820384205,1.0,0.9820827017769483
0.4647565357879105,1.0,0.9821535695109913
0.465742251191616,1.0,0.9822241372697854
0.4667279665953215,1.0,0.9822944069539524
0.467713681999027,1.0,0.9823643804480916
0.46869939740273253,1.0,0.9824340596209483
0.46968511280643804,1.0,0.9825034463255802
0.4706708282101435,1.0,0.9825725423995217
0.471656543613849,1.0,0.9826413496649461
0.4726422590175545,1.0,0.9827098699288258
0.47362797442126003,1.0,0.9827781049830903
0.47461368982496555,1.0,0.9828460566047827
0.47559940522867106,1.0,0.9829137265562139
0.47658512063237657,1.0,0.9829811165851146
0.4775708360360821,1.0,0.9830482284247863
0.4785565514397876,1.0,0.9831150637942497
0.47954226684349305,1.0,0.9831816243983912
0.48052798224719856,1.0,0.9832479119281081
0.48151369765090407,1.0,0.9833139280604521
0.4824994130546096,1.0,0.9833796744587701
0.4834851284583151,1.0,0.9834451527728442
0.4844708438620206,1.0,0.9835103646390299
0.4854565592657261,1.0,0.9835753116803921
0.48644227466943163,1.0,0.9836399955068403
0.48742799007313714,1.0,0.9837044177152605
0.48841370547684265,1.0,0.9837685798896479
0.4893994208805481,1.0,0.983832483601236
0.4903851362842536,1.0,0.9838961304086249
0.49137085168795913,1.0,0.983959521857908
0.49235656709166464,1.0,0.9840226594827978
0.49334228249537015,1.0,0.9840855448047486
0.49432799789907567,1.0,0.9841481793330795
0.4953137133027812,1.0,0.9842105645650949
0.4962994287064867,1.0,0.9842727019862036
0.4972851441101922,1.0,0.9843345930700372
0.49827085951389766,1.0,0.984396239278566
0.49925657491760317,1.0,0.9844576420622144
0.5002422903213087,1.0,0.984518802859975
0.5012280057250142,1.0,0.9845797230995201
0.5022137211287198,1.0,0.9846404041973139
0.5031994365324253,1.0,0.9847008475587216
0.5041851519361308,1.0,0.9847610545781177
0.5051708673398363,1.0,0.984821026638994
0.5061565827435418,1.0,0.9848807651140649
0.5071422981472472,1.0,0.9849402713653724
0.5081280135509527,1.0,0.9849995467443896
0.5091137289546582,1.0,0.9850585925921232
0.5100994443583637,1.0,0.9851174102392142
0.5110851597620693,1.0,0.985176001006038
0.5120708751657748,1.0,0.9852343662028035
0.5130565905694803,1.0,0.9852925071296504
0.5140423059731858,1.0,0.9853504250767462
0.5150280213768913,1.0,0.9854081213243809
0.5160137367805968,1.0,0.9854655971430623
0.5169994521843023,1.0,0.985522853793608
0.5179851675880078,1.0,0.9855798925272392
0.5189708829917133,1.0,0.9856367145856701
0.5199565983954189,1.0,0.9856933212011997
0.5209423137991244,1.0,0.9857497135967994
0.5219280292028299,1.0,0.985805892986202
0.5229137446065354,1.0,0.9858618605739886
0.5238994600102409,1.0,0.9859176175556744
0.5248851754139464,1.0,0.9859731651177943
0.5258708908176519,1.0,0.9860285044379865
0.5268566062213574,1.0,0.9860836366850764
0.527842321625063,1.0,0.986138563019158
0.5288280370287685,1.0,0.9861932845916764
0.5298137524324739,1.0,0.9862478025455071
0.5307994678361794,1.0,0.9863021180150365
0.5317851832398849,1.0,0.98635623212624
0.5327708986435904,1.0,0.98641014599676
0.5337566140472959,1.0,0.9864638607359829
0.5347423294510014,1.0,0.9865173774451153
0.5357280448547069,1.0,0.9865706972172587
0.5367137602584124,1.0,0.9866238211374847
0.537699475662118,1.0,0.986676750282908
0.5386851910658235,1.0,0.9867294857227596
0.539670906469529,1.0,0.9867820285184585
0.5406566218732345,1.0,0.9868343797236832
0.54164233727694,1.0,0.9868865403844417
0.5426280526806455,1.0,0.9869385115391416
0.543613768084351,1.0,0.9869902942186589
0.5445994834880565,1.0,0.9870418894464061
0.545585198891762,1.0,0.9870932982383995
0.5465709142954676,1.0,0.9871445216033261
0.547556629699173,1.0,0.9871955605426096
0.5485423451028785,1.0,0.9872464160504754
0.549528060506584,1.0,0.9872970891140153
0.5505137759102895,1.0,0.9873475807132517
0.551499491313995,1.0,0.9873978918212
0.5524852067177005,1.0,0.9874480234039318
0.553470922121406,1.0,0.9874979764206365
0.5544566375251115,1.0,0.9875477518236827
0.555442352928817,1.0,0.9875973505586781
0.5564280683325226,1.0,0.98764677356453
0.5574137837362281,1.0,0.9876960217735042
0.5583994991399336,1.0,0.987745096111284
0.5593852145436391,1.0,0.9877939974970277
0.5603709299473446,1.0,0.9878427268434262
0.5613566453510501,1.0,0.9878912850567602
0.5623423607547556,1.0,0.9879396730369554
0.5633280761584611,1.0,0.9879878916776392
0.5643137915621667,1.0,0.9880359418661953
0.5652995069658721,1.0,0.9880838244838174
0.5662852223695776,1.0,0.9881315404055643
0.5672709377732831,1.0,0.9881790905004123
0.5682566531769886,1.0,0.9882264756313087
0.5692423685806941,1.0,0.9882736966552229
0.5702280839843996,1.0,0.9883207544231992
0.5712137993881051,1.0,0.9883676497804075
0.5721995147918106,1.0,0.9884143835661937
0.5731852301955161,1.0,0.98846095661413
0.5741709455992217,1.0,0.9885073697520644
0.5751566610029272,1.0,0.9885536238021696
0.5761423764066327,1.0,0.9885997195809919
0.5771280918103382,1.0,0.9886456578994991
0.5781138072140437,1.0,0.9886914395631278
0.5790995226177492,1.0,0.9887370653718307
0.5800852380214547,1.0,0.9887825361201235
0.5810709534251602,1.0,0.9888278525971302
0.5820566688288658,1.0,0.9888730155866298
0.5830423842325712,1.0,0.9889180258671004
0.5840280996362767,1.0,0.9889628842117648
0.5850138150399822,1.0,0.9890075913886344
0.5859995304436877,1.0,0.9890521481605528
0.5869852458473932,1.0,0.9890965552852399
0.5879709612510987,1.0,0.9891408135153341
0.5889566766548042,1.0,0.9891849235984354
0.5899423920585097,1.0,0.9892288862771467
0.5909281074622152,1.0,0.9892727022891165
0.5919138228659208,1.0,0.9893163723670795
0.5928995382696263,1.0,0.9893598972388977
0.5938852536733318,1.0,0.9894032776276006
0.5948709690770373,1.0,0.9894465142514255
0.5958566844807428,1.0,0.9894896078238569
0.5968423998844483,1.0,0.9895325590536658
0.5978281152881538,1.0,0.9895753686449489
0.5988138306918593,1.0,0.9896180372971667
0.5997995460955649,1.0,0.9896605657051815
0.6007852614992704,1.0,0.9897029545592955
0.6017709769029758,1.0,0.9897452045452879
0.6027566923066813,1.0,0.989787316344452
0.6037424077103868,1.0,0.9898292906336318
0.6047281231140923,1.0,0.9898711280852579
0.6057138385177978,1.0,0.9899128293673843
0.6066995539215033,1.0,0.989954395143723
0.6076852693252088,1.0,0.9899958260736795
0.6086709847289143,1.0,0.9900371228123882
0.6096567001326199,1.0,0.9900782860107462
0.6106424155363254,1.0,0.9901193163154479
0.6116281309400309,1.0,0.9901602143690189
0.6126138463437364,1.0,0.9902009808098493
0.6135995617474419,1.0,0.9902416162722268
0.6145852771511474,1.0,0.9902821213863702
0.6155709925548529,1.0,0.9903224967784613
0.6165567079585584,1.0,0.9903627430706778
0.617542423362264,1.0,0.9904028608812246
0.6185281387659695,1.0,0.9904428508243662
0.6195138541696749,1.0,0.9904827135104572
0.6204995695733804,1.0,0.9905224495459741
0.6214852849770859,1.0,0.9905620595335456
0.6224710003807914,1.0,0.9906015440719832
0.6234567157844969,1.0,0.9906409037563115
0.6244424311882024,1.0,0.990680139177798
0.6254281465919079,1.0,0.9907192509239825
0.6264138619956134,1.0,0.9907582395787069
0.627399577399319,1.0,0.9907971057221435
0.6283852928030245,1.0,0.9908358499308249
0.62937100820673,1.0,0.9908744727776713
0.6303567236104355,1.0,0.9909129748320195
0.631342439014141,1.0,0.9909513566596506
0.6323281544178465,1.0,0.9909896188228181
0.633313869821552,1.0,0.9910277618802745
0.6342995852252575,1.0,0.9910657863872995
0.635285300628963,1.0,0.9911036928957262
0.6362710160326686,1.0,0.9911414819539682
0.637256731436374,1.0,0.9911791541070459
0.6382424468400795,1.0,0.9912167098966129
0.639228162243785,1.0,0.9912541498609815
0.6402138776474905,1.0,0.9912914745351489
0.641199593051196,1.0,0.9913286844508222
0.6421853084549015,1.0,0.9913657801364444
0.643171023858607,1.0,0.9914027621172186
0.6441567392623125,1.0,0.9914396309151334
0.645142454666018,1.0,0.991476387048987
