run_id,status,pressure_mode,pressure_scale_mode,pressure_kappa_mode,n_s,n_theta,sphere_n,eps_factor,e_min,e_max,e_count,ropelength_L_over_D,E_p_NLS_or_pressure,kappa_eff,E_star,E_star_minus_Ep,E_star_over_Ep_minus_1,bracket_E_lo,bracket_E_hi,stationary_d2_log,alpha_inv,alpha,alpha_rel_error_vs_CODATA_2022,v_core_pred_m_per_s,run_outdir,action_bem_at_E,action_pressure_at_E,action_total_at_E,d_action_bem_dlogE_at_E,d_action_pressure_dlogE_at_E,d_action_total_dlogE_at_E,d2_action_total_dlogE2_at_E,source,inv_kappa,deltaE_pred_local,deltaE_pred_error
main_ns120_nt16_sp360_eps0p0600,E0_derived,spherical,nls_shell,nls_shell_stiffness,120,16,360,0.06,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0748962803917,2.0623624834570364e-05,7.524814082948694e-08,273.9313476574032,274.1195450381919,20209.081235004705,137.03594935074108,0.0072973552176481,3.636042168810133e-07,1093846.028798934,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns120_nt16_sp360_eps0p0600,3515.0202842654176,2245.4479117130286,5760.468195978446,-0.0088727671952892,0.008872767080339,7.434053372890048e-12,20209.081235004727,main_batch,0.00014844853873345867,0.00012033251245945505,-9.970888762488469e-05
main_ns120_nt16_sp360_eps0p0800,E0_derived,spherical,nls_shell,nls_shell_stiffness,120,16,360,0.08,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0749546263457,7.89695787943856e-05,2.881314042912919e-07,273.9313476574032,274.1195450381919,20209.10192287304,137.03597852403715,0.0072973536641298,1.5071628046204974e-07,1093845.795932395,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns120_nt16_sp360_eps0p0800,7014.599300888084,2245.447910937275,9260.047211825358,-0.0131726050701431,0.0131726049439144,-3.700151296470722e-12,20209.10192287303,main_batch,0.00014844853873345867,0.00017864693492330617,-9.967735612892057e-05
main_ns140_nt18_sp420_eps0p0400,E0_derived,spherical,nls_shell,nls_shell_stiffness,140,18,420,0.04,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0748613650803,-1.4291686568412842e-05,-5.214519038787557e-08,273.9313476574032,274.1195450381919,20209.068751196253,137.03593189289444,0.0072973561473029,4.910003877494956e-07,1093846.168150679,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns140_nt18_sp420_eps0p0400,1835.5367448139,2245.447912177254,4080.9846569911538,-0.0062996635033288,0.0062996631502389,2.0392576516314875e-12,20209.068751196257,main_batch,0.00014844853873345867,8.543606749956872e-05,-9.972775406798156e-05
main_ns140_nt18_sp420_eps0p0500,E0_derived,spherical,nls_shell,nls_shell_stiffness,140,18,420,0.05,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0748934230454,1.776627851768353e-05,6.482271852625844e-08,273.9313476574032,274.1195450381919,20209.08022286412,137.0359479220523,0.0072973552937278,3.74029870404489e-07,1093846.0402029897,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns140_nt18_sp420_eps0p0500,2624.55801831889,2245.447911751019,4870.005930069909,-0.0086621932101,0.0086621933172779,-3.275602011854062e-12,20209.08022286411,main_batch,0.00014844853873345867,0.00011747670703385236,-9.971042851616883e-05
main_ns140_nt18_sp420_eps0p0600,E0_derived,spherical,nls_shell,nls_shell_stiffness,140,18,420,0.06,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0749262051218,5.05483549204655e-05,1.844326473765534e-07,273.9313476574032,274.1195450381919,20209.091874427068,137.03596431326977,0.0072973544208727,2.544173022769168e-07,1093845.9093653045,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns140_nt18_sp420_eps0p0600,3694.449980465499,2245.4479113151565,5939.897891780654,-0.0110780870142172,0.0110780869950524,-7.0805583618493975e-12,20209.09187442705,main_batch,0.00014844853873345867,0.00015024107071951286,-9.969271579904736e-05
main_ns140_nt18_sp420_eps0p0800,E0_derived,spherical,nls_shell,nls_shell_stiffness,140,18,420,0.08,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.07499233601624,0.0001166792493449,4.257203403135179e-07,273.9313476574032,274.1195450381919,20209.11514909112,137.03599737907862,0.0072973526600731,1.3124372727923269e-08,1093845.6454280878,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns140_nt18_sp420_eps0p0800,7111.39726370803,2245.4479104358966,9356.845174143928,-0.0159516399479001,0.015951639817139,-8.139267038131948e-12,20209.115149091096,main_batch,0.00014844853873345867,0.0002163362196405363,-9.96569702956363e-05
main_ns160_nt20_sp480_eps0p0400,E0_derived,spherical,nls_shell,nls_shell_stiffness,160,20,480,0.04,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.07488149365,5.836883133270021e-06,2.129667353578668e-08,273.9313476574032,274.1195450381919,20209.07596859515,137.03594195728937,0.0072973556113597,4.175568827916631e-07,1093846.087814822,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns160_nt20_sp480_eps0p0400,2388.241281215651,2245.447911909629,4633.68919312528,-0.0077830498163945,0.007783049698439,4.3929304638368186e-12,20209.075968595163,main_batch,0.00014844853873345867,0.0001055537599928344,-9.971687685956437e-05
main_ns160_nt20_sp480_eps0p0500,E0_derived,spherical,nls_shell,nls_shell_stiffness,160,20,480,0.05,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0749180271758,4.237040889165655e-05,1.545942829306313e-07,273.9313476574032,274.1195450381919,20209.08897783598,137.03596022425205,0.0072973546386186,2.842563222791175e-07,1093845.9420045863,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns160_nt20_sp480_eps0p0500,3532.1802424163934,2245.4479114238884,5777.628153840282,-0.0104754087922029,0.0104754086610636,-8.702372156221827e-12,20209.08897783596,main_batch,0.00014844853873345867,0.00014206754570038674,-9.969713680873019e-05
main_ns160_nt20_sp480_eps0p0600,E0_derived,spherical,nls_shell,nls_shell_stiffness,160,20,480,0.06,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.0749547050292,7.904826230742401e-05,2.884184919782484e-07,273.9313476574032,274.1195450381919,20209.10193819924,137.0359785633793,0.0072973536620348,1.5042918690018714e-07,1093845.795618359,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns160_nt20_sp480_eps0p0600,5145.086035156836,2245.4479109362287,7390.533946093064,-0.0131784038083185,0.0131784035713415,-4.144240506320784e-12,20209.101938199223,main_batch,0.00014844853873345867,0.00017872557743903799,-9.967731513161397e-05
main_ns160_nt20_sp480_eps0p0800,E0_derived,spherical,nls_shell,nls_shell_stiffness,160,20,480,0.08,260.0,290.0,160,16.371637,274.0748756567669,6736.341149140669,274.07502720759965,0.0001515508327543,5.529541238225022e-07,273.9313476574032,274.1195450381919,20209.127272012072,137.036014815061,0.0072973517315835,-1.1411212523693837e-07,1093845.5062510003,outputs_E0_bem_nls_batch_convergence\batch_runs\main_ns160_nt20_sp480_eps0p0800,10564.027729064088,2245.4479099722525,12809.475639036342,-0.0185215179460195,0.0185215199613981,4.854783242080885e-12,20209.127272012087,main_batch,0.00014844853873345867,0.0002511889177246432,-9.963808497034319e-05
