dtheta,C
1.8500490071139897,-0.1768411579421029
1.8849555921538759,-0.19894005299735013
1.919862177193763,-0.22103894805259738
1.9547687622336491,-0.24313784310784461
1.9896753472735353,-0.26533673316334183
2.0245819323134224,-0.2874356282185891
2.0594885173533086,-0.3096345182740863
2.0943951023931957,-0.3318334083295835
2.129301687433082,-0.35413229338533075
2.164208272472969,-0.37643117844107793
2.199114857512855,-0.39873006349682516
2.2340214425527423,-0.4210289485525724
2.2689280275926285,-0.44332783360831957
2.3038346126325147,-0.4656267186640668
2.3387411976724017,-0.48782560871956404
2.373647782712288,-0.5100244987750613
2.408554367752175,-0.5322233888305584
2.443460952792061,-0.5545222738863057
2.4783675378319483,-0.5769211539423029
2.5132741228718345,-0.5992200389980501
2.5481807079117216,-0.6215189240537973
2.5830872929516078,-0.6438178091095446
2.617993877991494,-0.6661166941652917
2.652900463031381,-0.688315584220789
2.6878070480712672,-0.7105144742762862
2.7227136331111543,-0.7327133643317834
2.7576202181510405,-0.7549122543872806
2.7925268031909276,-0.7772111394430279
2.827433388230814,-0.7995100244987751
2.862339973270701,-0.8219089045547723
2.897246558310587,-0.8443077846107695
2.9321531433504733,-0.8666066696665167
2.9670597283903604,-0.8888055597220139
3.0019663134302466,-0.9110044497775112
3.0368728984701336,-0.9332033398330084
3.07177948351002,-0.9554022298885055
3.106686068549907,-0.9777011149442528
3.141592653589793,-1.0
