t,delta,kappa_tau
20.402,-3.637978807091713e-12,0.35
20.403,-3.637978807091713e-12,0.35
20.404,-3.637978807091713e-12,0.35
20.405,-3.637978807091713e-12,0.35
20.406,-3.637978807091713e-12,0.35
20.407,-3.637978807091713e-12,0.35
20.408,-3.637978807091713e-12,0.35
20.409,-3.637978807091713e-12,0.35
20.41,-3.637978807091713e-12,0.35
20.411,-3.637978807091713e-12,0.35
20.412,-3.637978807091713e-12,0.35
20.413,-3.637978807091713e-12,0.35
20.414,-3.637978807091713e-12,0.35
20.415,-3.637978807091713e-12,0.35
20.416,-3.637978807091713e-12,0.35
20.417,-3.637978807091713e-12,0.35
20.418,-3.637978807091713e-12,0.35
20.419,-3.637978807091713e-12,0.35
20.42,-3.637978807091713e-12,0.35
20.421,-3.637978807091713e-12,0.35
20.422,-3.637978807091713e-12,0.35
20.423000000000002,-3.637978807091713e-12,0.35
20.424,-3.637978807091713e-12,0.35
20.425,-3.637978807091713e-12,0.35
20.426000000000002,-3.637978807091713e-12,0.35
20.427,-3.637978807091713e-12,0.35
20.428,-3.637978807091713e-12,0.35
20.429000000000002,-3.637978807091713e-12,0.35
20.43,-3.637978807091713e-12,0.35
20.431,-3.637978807091713e-12,0.35
20.432000000000002,-3.637978807091713e-12,0.35
20.433,-3.637978807091713e-12,0.35
20.434,-3.637978807091713e-12,0.35
20.435,-3.637978807091713e-12,0.35
20.436,-3.637978807091713e-12,0.35
20.437,-3.637978807091713e-12,0.35
20.438,-3.637978807091713e-12,0.35
20.439,-3.637978807091713e-12,0.35
20.44,-3.637978807091713e-12,0.35
20.441,-3.637978807091713e-12,0.35
20.442,-3.637978807091713e-12,0.35
20.443,-3.637978807091713e-12,0.35
20.444,-3.637978807091713e-12,0.35
20.445,-3.637978807091713e-12,0.35
20.446,-3.637978807091713e-12,0.35
20.447,-3.637978807091713e-12,0.35
20.448,-3.637978807091713e-12,0.35
20.449,-3.637978807091713e-12,0.35
20.45,-3.637978807091713e-12,0.35
20.451,-3.637978807091713e-12,0.35
20.452,-3.637978807091713e-12,0.35
20.453,-3.637978807091713e-12,0.35
20.454,-3.637978807091713e-12,0.35
20.455000000000002,-3.637978807091713e-12,0.35
20.456,-3.637978807091713e-12,0.35
20.457,-3.637978807091713e-12,0.35
20.458000000000002,-3.637978807091713e-12,0.35
20.459,-3.637978807091713e-12,0.35
20.46,-3.637978807091713e-12,0.35
20.461000000000002,-3.637978807091713e-12,0.35
20.462,-3.637978807091713e-12,0.35
20.463,-3.637978807091713e-12,0.35
20.464000000000002,-3.637978807091713e-12,0.35
20.465,-3.637978807091713e-12,0.35
20.466,-3.637978807091713e-12,0.35
20.467,-3.637978807091713e-12,0.35
20.468,-3.637978807091713e-12,0.35
20.469,-3.637978807091713e-12,0.35
20.47,-3.637978807091713e-12,0.35
20.471,-3.637978807091713e-12,0.35
20.472,-3.637978807091713e-12,0.35
20.473,-3.637978807091713e-12,0.35
20.474,-3.637978807091713e-12,0.35
20.475,-3.637978807091713e-12,0.35
20.476,-3.637978807091713e-12,0.35
20.477,-3.637978807091713e-12,0.35
20.478,-3.637978807091713e-12,0.35
20.479,-3.637978807091713e-12,0.35
20.48,-3.637978807091713e-12,0.35
20.481,-3.637978807091713e-12,0.35
20.482,-3.637978807091713e-12,0.35
20.483,-3.637978807091713e-12,0.35
20.484,-3.637978807091713e-12,0.35
20.485,-3.637978807091713e-12,0.35
20.486,-3.637978807091713e-12,0.35
20.487000000000002,-3.637978807091713e-12,0.35
20.488,-3.637978807091713e-12,0.35
20.489,-3.637978807091713e-12,0.35
20.490000000000002,-3.637978807091713e-12,0.35
20.491,-3.637978807091713e-12,0.35
20.492,-3.637978807091713e-12,0.35
20.493000000000002,-3.637978807091713e-12,0.35
20.494,-3.637978807091713e-12,0.35
20.495,-3.637978807091713e-12,0.35
20.496,-3.637978807091713e-12,0.35
20.497,-3.637978807091713e-12,0.35
20.498,-3.637978807091713e-12,0.35
20.499,-3.637978807091713e-12,0.35
20.5,-3.637978807091713e-12,0.35
20.501,-3.637978807091713e-12,0.35
20.502,-3.637978807091713e-12,0.35
20.503,-3.637978807091713e-12,0.35
20.504,-3.637978807091713e-12,0.35
20.505,-3.637978807091713e-12,0.35
20.506,-3.637978807091713e-12,0.35
20.507,-3.637978807091713e-12,0.35
20.508,-3.637978807091713e-12,0.35
20.509,-3.637978807091713e-12,0.35
20.51,-3.637978807091713e-12,0.35
20.511,-3.637978807091713e-12,0.35
20.512,-3.637978807091713e-12,0.35
20.513,-3.637978807091713e-12,0.35
20.514,-3.637978807091713e-12,0.35
20.515,-3.637978807091713e-12,0.35
20.516000000000002,-3.637978807091713e-12,0.35
20.517,-3.637978807091713e-12,0.35
20.518,-3.637978807091713e-12,0.35
20.519000000000002,-3.637978807091713e-12,0.35
20.52,-3.637978807091713e-12,0.35
20.521,-3.637978807091713e-12,0.35
20.522000000000002,-3.637978807091713e-12,0.35
20.523,-3.637978807091713e-12,0.35
20.524,-3.637978807091713e-12,0.35
20.525000000000002,-3.637978807091713e-12,0.35
20.526,-3.637978807091713e-12,0.35
20.527,-3.637978807091713e-12,0.35
20.528,-3.637978807091713e-12,0.35
20.529,-3.637978807091713e-12,0.35
20.53,-3.637978807091713e-12,0.35
20.531,-3.637978807091713e-12,0.35
20.532,-3.637978807091713e-12,0.35
20.533,-3.637978807091713e-12,0.35
20.534,-3.637978807091713e-12,0.35
20.535,-3.637978807091713e-12,0.35
20.536,-3.637978807091713e-12,0.35
20.537,-3.637978807091713e-12,0.35
20.538,-3.637978807091713e-12,0.35
20.539,-3.637978807091713e-12,0.35
20.54,-3.637978807091713e-12,0.35
20.541,-3.637978807091713e-12,0.35
20.542,-3.637978807091713e-12,0.35
20.543,-3.637978807091713e-12,0.35
20.544,-3.637978807091713e-12,0.35
20.545,-3.637978807091713e-12,0.35
20.546,-3.637978807091713e-12,0.35
20.547,-3.637978807091713e-12,0.35
20.548000000000002,-3.637978807091713e-12,0.35
20.549,-3.637978807091713e-12,0.35
20.55,-3.637978807091713e-12,0.35
20.551000000000002,-3.637978807091713e-12,0.35
20.552,-3.637978807091713e-12,0.35
20.553,-3.637978807091713e-12,0.35
20.554000000000002,-3.637978807091713e-12,0.35
20.555,-3.637978807091713e-12,0.35
20.556,-3.637978807091713e-12,0.35
20.557000000000002,-3.637978807091713e-12,0.35
20.558,-3.637978807091713e-12,0.35
20.559,-3.637978807091713e-12,0.35
20.56,-3.637978807091713e-12,0.35
20.561,-3.637978807091713e-12,0.35
20.562,-3.637978807091713e-12,0.35
20.563,-3.637978807091713e-12,0.35
20.564,-3.637978807091713e-12,0.35
20.565,-3.637978807091713e-12,0.35
20.566,-3.637978807091713e-12,0.35
20.567,-3.637978807091713e-12,0.35
20.568,-3.637978807091713e-12,0.35
20.569,-3.637978807091713e-12,0.35
20.57,-3.637978807091713e-12,0.35
20.571,-3.637978807091713e-12,0.35
20.572,-3.637978807091713e-12,0.35
20.573,-3.637978807091713e-12,0.35
20.574,-3.637978807091713e-12,0.35
20.575,-3.637978807091713e-12,0.35
20.576,-3.637978807091713e-12,0.35
20.577,-3.637978807091713e-12,0.35
20.578,-3.637978807091713e-12,0.35
20.579,-3.637978807091713e-12,0.35
20.580000000000002,-3.637978807091713e-12,0.35
20.581,-3.637978807091713e-12,0.35
20.582,-3.637978807091713e-12,0.35
20.583000000000002,-3.637978807091713e-12,0.35
20.584,-3.637978807091713e-12,0.35
20.585,-3.637978807091713e-12,0.35
20.586000000000002,-3.637978807091713e-12,0.35
20.587,-3.637978807091713e-12,0.35
20.588,-3.637978807091713e-12,0.35
20.589000000000002,-3.637978807091713e-12,0.35
20.59,-3.637978807091713e-12,0.35
20.591,-3.637978807091713e-12,0.35
20.592,-3.637978807091713e-12,0.35
20.593,-3.637978807091713e-12,0.35
20.594,-3.637978807091713e-12,0.35
20.595,-3.637978807091713e-12,0.35
20.596,-3.637978807091713e-12,0.35
20.597,-3.637978807091713e-12,0.35
20.598,-3.637978807091713e-12,0.35
20.599,-3.637978807091713e-12,0.35
20.6,-3.637978807091713e-12,0.35
20.601,-3.637978807091713e-12,0.35
20.602,-3.637978807091713e-12,0.35
20.603,-3.637978807091713e-12,0.35
20.604,-3.637978807091713e-12,0.35
20.605,-3.637978807091713e-12,0.35
20.606,-3.637978807091713e-12,0.35
20.607,-3.637978807091713e-12,0.35
20.608,-3.637978807091713e-12,0.35
20.609,-3.637978807091713e-12,0.35
20.61,-3.637978807091713e-12,0.35
20.611,-3.637978807091713e-12,0.35
20.612000000000002,-3.637978807091713e-12,0.35
20.613,-3.637978807091713e-12,0.35
20.614,-3.637978807091713e-12,0.35
20.615000000000002,-3.637978807091713e-12,0.35
20.616,-3.637978807091713e-12,0.35
20.617,-3.637978807091713e-12,0.35
20.618000000000002,-3.637978807091713e-12,0.35
20.619,-3.637978807091713e-12,0.35
20.62,-3.637978807091713e-12,0.35
20.621,-3.637978807091713e-12,0.35
20.622,-3.637978807091713e-12,0.35
20.623,-3.637978807091713e-12,0.35
20.624,-3.637978807091713e-12,0.35
20.625,-3.637978807091713e-12,0.35
20.626,-3.637978807091713e-12,0.35
20.627,-3.637978807091713e-12,0.35
20.628,-3.637978807091713e-12,0.35
20.629,-3.637978807091713e-12,0.35
20.63,-3.637978807091713e-12,0.35
20.631,-3.637978807091713e-12,0.35
20.632,-3.637978807091713e-12,0.35
20.633,-3.637978807091713e-12,0.35
20.634,-3.637978807091713e-12,0.35
20.635,-3.637978807091713e-12,0.35
20.636,-3.637978807091713e-12,0.35
20.637,-3.637978807091713e-12,0.35
20.638,-3.637978807091713e-12,0.35
20.639,-3.637978807091713e-12,0.35
20.64,-3.637978807091713e-12,0.35
20.641000000000002,-3.637978807091713e-12,0.35
20.642,-3.637978807091713e-12,0.35
20.643,-3.637978807091713e-12,0.35
20.644000000000002,-3.637978807091713e-12,0.35
20.645,-3.637978807091713e-12,0.35
20.646,-3.637978807091713e-12,0.35
20.647000000000002,-3.637978807091713e-12,0.35
20.648,-3.637978807091713e-12,0.35
20.649,-3.637978807091713e-12,0.35
20.650000000000002,-3.637978807091713e-12,0.35
20.651,-3.637978807091713e-12,0.35
20.652,-3.637978807091713e-12,0.35
20.653,-3.637978807091713e-12,0.35
20.654,-3.637978807091713e-12,0.35
20.655,-3.637978807091713e-12,0.35
20.656,-3.637978807091713e-12,0.35
20.657,-3.637978807091713e-12,0.35
20.658,-3.637978807091713e-12,0.35
20.659,-3.637978807091713e-12,0.35
20.66,-3.637978807091713e-12,0.35
20.661,-3.637978807091713e-12,0.35
20.662,-3.637978807091713e-12,0.35
20.663,-3.637978807091713e-12,0.35
20.664,-3.637978807091713e-12,0.35
20.665,-3.637978807091713e-12,0.35
20.666,-3.637978807091713e-12,0.35
20.667,-3.637978807091713e-12,0.35
20.668,-3.637978807091713e-12,0.35
20.669,-3.637978807091713e-12,0.35
20.67,-3.637978807091713e-12,0.35
20.671,-3.637978807091713e-12,0.35
20.672,-3.637978807091713e-12,0.35
20.673000000000002,-3.637978807091713e-12,0.35
20.674,-3.637978807091713e-12,0.35
20.675,-3.637978807091713e-12,0.35
20.676000000000002,-3.637978807091713e-12,0.35
20.677,-3.637978807091713e-12,0.35
20.678,-3.637978807091713e-12,0.35
20.679000000000002,-3.637978807091713e-12,0.35
20.68,-3.637978807091713e-12,0.35
20.681,-3.637978807091713e-12,0.35
20.682000000000002,-3.637978807091713e-12,0.35
20.683,-3.637978807091713e-12,0.35
20.684,-3.637978807091713e-12,0.35
20.685,-3.637978807091713e-12,0.35
20.686,-3.637978807091713e-12,0.35
20.687,-3.637978807091713e-12,0.35
20.688,-3.637978807091713e-12,0.35
20.689,-3.637978807091713e-12,0.35
20.69,-3.637978807091713e-12,0.35
20.691,-3.637978807091713e-12,0.35
20.692,-3.637978807091713e-12,0.35
20.693,-3.637978807091713e-12,0.35
20.694,-3.637978807091713e-12,0.35
20.695,-3.637978807091713e-12,0.35
20.696,-3.637978807091713e-12,0.35
20.697,-3.637978807091713e-12,0.35
20.698,-3.637978807091713e-12,0.35
20.699,-3.637978807091713e-12,0.35
20.7,-3.637978807091713e-12,0.35
20.701,-3.637978807091713e-12,0.35
20.702,-3.637978807091713e-12,0.35
20.703,-3.637978807091713e-12,0.35
20.704,-3.637978807091713e-12,0.35
20.705000000000002,-3.637978807091713e-12,0.35
20.706,-3.637978807091713e-12,0.35
20.707,-3.637978807091713e-12,0.35
20.708000000000002,-3.637978807091713e-12,0.35
20.709,-3.637978807091713e-12,0.35
20.71,-3.637978807091713e-12,0.35
20.711000000000002,-3.637978807091713e-12,0.35
20.712,-3.637978807091713e-12,0.35
20.713,-3.637978807091713e-12,0.35
20.714000000000002,-3.637978807091713e-12,0.35
20.715,-3.637978807091713e-12,0.35
20.716,-3.637978807091713e-12,0.35
20.717,-3.637978807091713e-12,0.35
20.718,-3.637978807091713e-12,0.35
20.719,-3.637978807091713e-12,0.35
20.72,-3.637978807091713e-12,0.35
20.721,-3.637978807091713e-12,0.35
20.722,-3.637978807091713e-12,0.35
20.723,-3.637978807091713e-12,0.35
20.724,-3.637978807091713e-12,0.35
20.725,-3.637978807091713e-12,0.35
20.726,-3.637978807091713e-12,0.35
20.727,-3.637978807091713e-12,0.35
20.728,-3.637978807091713e-12,0.35
20.729,-3.637978807091713e-12,0.35
20.73,-3.637978807091713e-12,0.35
20.731,-3.637978807091713e-12,0.35
20.732,-3.637978807091713e-12,0.35
20.733,-3.637978807091713e-12,0.35
20.734,-3.637978807091713e-12,0.35
20.735,-3.637978807091713e-12,0.35
20.736,-3.637978807091713e-12,0.35
20.737000000000002,-3.637978807091713e-12,0.35
20.738,-3.637978807091713e-12,0.35
20.739,-3.637978807091713e-12,0.35
20.740000000000002,-3.637978807091713e-12,0.35
20.741,-3.637978807091713e-12,0.35
20.742,-3.637978807091713e-12,0.35
20.743000000000002,-3.637978807091713e-12,0.35
20.744,-3.637978807091713e-12,0.35
20.745,-3.637978807091713e-12,0.35
20.746,-3.637978807091713e-12,0.35
20.747,-3.637978807091713e-12,0.35
20.748,-3.637978807091713e-12,0.35
20.749,-3.637978807091713e-12,0.35
20.75,-3.637978807091713e-12,0.35
20.751,-3.637978807091713e-12,0.35
20.752,-3.637978807091713e-12,0.35
20.753,-3.637978807091713e-12,0.35
20.754,-3.637978807091713e-12,0.35
20.755,-3.637978807091713e-12,0.35
20.756,-3.637978807091713e-12,0.35
20.757,-3.637978807091713e-12,0.35
20.758,-3.637978807091713e-12,0.35
20.759,-3.637978807091713e-12,0.35
20.76,-3.637978807091713e-12,0.35
20.761,-3.637978807091713e-12,0.35
20.762,-3.637978807091713e-12,0.35
20.763,-3.637978807091713e-12,0.35
20.764,-3.637978807091713e-12,0.35
20.765,-3.637978807091713e-12,0.35
20.766000000000002,-3.637978807091713e-12,0.35
20.767,-3.637978807091713e-12,0.35
20.768,-3.637978807091713e-12,0.35
20.769000000000002,-3.637978807091713e-12,0.35
20.77,-3.637978807091713e-12,0.35
20.771,-3.637978807091713e-12,0.35
20.772000000000002,-3.637978807091713e-12,0.35
20.773,-3.637978807091713e-12,0.35
20.774,-3.637978807091713e-12,0.35
20.775000000000002,-3.637978807091713e-12,0.35
20.776,-3.637978807091713e-12,0.35
20.777,-3.637978807091713e-12,0.35
20.778,-3.637978807091713e-12,0.35
20.779,-3.637978807091713e-12,0.35
20.78,-3.637978807091713e-12,0.35
20.781,-3.637978807091713e-12,0.35
20.782,-3.637978807091713e-12,0.35
20.783,-3.637978807091713e-12,0.35
20.784,-3.637978807091713e-12,0.35
20.785,-3.637978807091713e-12,0.35
20.786,-3.637978807091713e-12,0.35
20.787,-3.637978807091713e-12,0.35
20.788,-3.637978807091713e-12,0.35
20.789,-3.637978807091713e-12,0.35
20.79,-3.637978807091713e-12,0.35
20.791,-3.637978807091713e-12,0.35
20.792,-3.637978807091713e-12,0.35
20.793,-3.637978807091713e-12,0.35
20.794,-3.637978807091713e-12,0.35
20.795,-3.637978807091713e-12,0.35
20.796,-3.637978807091713e-12,0.35
20.797,-3.637978807091713e-12,0.35
20.798000000000002,-3.637978807091713e-12,0.35
20.799,-3.637978807091713e-12,0.35
20.8,-3.637978807091713e-12,0.35
20.801000000000002,-3.637978807091713e-12,0.35
20.802,-3.637978807091713e-12,0.35
20.803,-3.637978807091713e-12,0.35
20.804000000000002,-3.637978807091713e-12,0.35
20.805,-3.637978807091713e-12,0.35
20.806,-3.637978807091713e-12,0.35
20.807000000000002,-3.637978807091713e-12,0.35
20.808,-3.637978807091713e-12,0.35
20.809,-3.637978807091713e-12,0.35
20.81,-3.637978807091713e-12,0.35
20.811,-3.637978807091713e-12,0.35
20.812,-3.637978807091713e-12,0.35
20.813,-3.637978807091713e-12,0.35
20.814,-3.637978807091713e-12,0.35
20.815,-3.637978807091713e-12,0.35
20.816,-3.637978807091713e-12,0.35
20.817,-3.637978807091713e-12,0.35
20.818,-3.637978807091713e-12,0.35
20.819,-3.637978807091713e-12,0.35
20.82,-3.637978807091713e-12,0.35
20.821,-3.637978807091713e-12,0.35
20.822,-3.637978807091713e-12,0.35
20.823,-3.637978807091713e-12,0.35
20.824,-3.637978807091713e-12,0.35
20.825,-3.637978807091713e-12,0.35
20.826,-3.637978807091713e-12,0.35
20.827,-3.637978807091713e-12,0.35
20.828,-3.637978807091713e-12,0.35
20.829,-3.637978807091713e-12,0.35
20.830000000000002,-3.637978807091713e-12,0.35
20.831,-3.637978807091713e-12,0.35
20.832,-3.637978807091713e-12,0.35
20.833000000000002,-3.637978807091713e-12,0.35
20.834,-3.637978807091713e-12,0.35
20.835,-3.637978807091713e-12,0.35
20.836000000000002,-3.637978807091713e-12,0.35
20.837,-3.637978807091713e-12,0.35
20.838,-3.637978807091713e-12,0.35
20.839000000000002,-3.637978807091713e-12,0.35
20.84,-3.637978807091713e-12,0.35
20.841,-3.637978807091713e-12,0.35
20.842,-3.637978807091713e-12,0.35
20.843,-3.637978807091713e-12,0.35
20.844,-3.637978807091713e-12,0.35
20.845,-3.637978807091713e-12,0.35
20.846,-3.637978807091713e-12,0.35
20.847,-3.637978807091713e-12,0.35
20.848,-3.637978807091713e-12,0.35
20.849,-3.637978807091713e-12,0.35
20.85,-3.637978807091713e-12,0.35
20.851,-3.637978807091713e-12,0.35
20.852,-3.637978807091713e-12,0.35
20.853,-3.637978807091713e-12,0.35
20.854,-3.637978807091713e-12,0.35
20.855,-3.637978807091713e-12,0.35
20.856,-3.637978807091713e-12,0.35
20.857,-3.637978807091713e-12,0.35
20.858,-3.637978807091713e-12,0.35
20.859,-3.637978807091713e-12,0.35
20.86,-3.637978807091713e-12,0.35
20.861,-3.637978807091713e-12,0.35
20.862000000000002,-3.637978807091713e-12,0.35
20.863,-3.637978807091713e-12,0.35
20.864,-3.637978807091713e-12,0.35
20.865000000000002,-3.637978807091713e-12,0.35
20.866,-3.637978807091713e-12,0.35
20.867,-3.637978807091713e-12,0.35
20.868000000000002,-3.637978807091713e-12,0.35
20.869,-3.637978807091713e-12,0.35
20.87,-3.637978807091713e-12,0.35
20.871,-3.637978807091713e-12,0.35
20.872,-3.637978807091713e-12,0.35
20.873,-3.637978807091713e-12,0.35
20.874,-3.637978807091713e-12,0.35
20.875,-3.637978807091713e-12,0.35
20.876,-3.637978807091713e-12,0.35
20.877,-3.637978807091713e-12,0.35
20.878,-3.637978807091713e-12,0.35
20.879,-3.637978807091713e-12,0.35
20.88,-3.637978807091713e-12,0.35
20.881,-3.637978807091713e-12,0.35
20.882,-3.637978807091713e-12,0.35
20.883,-3.637978807091713e-12,0.35
20.884,-3.637978807091713e-12,0.35
20.885,-3.637978807091713e-12,0.35
20.886,-3.637978807091713e-12,0.35
20.887,-3.637978807091713e-12,0.35
20.888,-3.637978807091713e-12,0.35
20.889,-3.637978807091713e-12,0.35
20.89,-3.637978807091713e-12,0.35
20.891000000000002,-3.637978807091713e-12,0.35
20.892,-3.637978807091713e-12,0.35
20.893,-3.637978807091713e-12,0.35
20.894000000000002,-3.637978807091713e-12,0.35
20.895,-3.637978807091713e-12,0.35
20.896,-3.637978807091713e-12,0.35
20.897000000000002,-3.637978807091713e-12,0.35
20.898,-3.637978807091713e-12,0.35
20.899,-3.637978807091713e-12,0.35
20.900000000000002,-3.637978807091713e-12,0.35
20.901,-3.637978807091713e-12,0.35
20.902,-3.637978807091713e-12,0.35
20.903,-3.637978807091713e-12,0.35
20.904,-3.637978807091713e-12,0.35
20.905,-3.637978807091713e-12,0.35
20.906,-3.637978807091713e-12,0.35
20.907,-3.637978807091713e-12,0.35
20.908,-3.637978807091713e-12,0.35
20.909,-3.637978807091713e-12,0.35
20.91,-3.637978807091713e-12,0.35
20.911,-3.637978807091713e-12,0.35
20.912,-3.637978807091713e-12,0.35
20.913,-3.637978807091713e-12,0.35
20.914,-3.637978807091713e-12,0.35
20.915,-3.637978807091713e-12,0.35
20.916,-3.637978807091713e-12,0.35
20.917,-3.637978807091713e-12,0.35
20.918,-3.637978807091713e-12,0.35
20.919,-3.637978807091713e-12,0.35
20.92,-3.637978807091713e-12,0.35
20.921,-3.637978807091713e-12,0.35
20.922,-3.637978807091713e-12,0.35
20.923000000000002,-3.637978807091713e-12,0.35
20.924,-3.637978807091713e-12,0.35
20.925,-3.637978807091713e-12,0.35
20.926000000000002,-3.637978807091713e-12,0.35
20.927,-3.637978807091713e-12,0.35
20.928,-3.637978807091713e-12,0.35
20.929000000000002,-3.637978807091713e-12,0.35
20.93,-3.637978807091713e-12,0.35
20.931,-3.637978807091713e-12,0.35
20.932000000000002,-3.637978807091713e-12,0.35
20.933,-3.637978807091713e-12,0.35
20.934,-3.637978807091713e-12,0.35
20.935,-3.637978807091713e-12,0.35
20.936,-3.637978807091713e-12,0.35
20.937,-3.637978807091713e-12,0.35
20.938,-3.637978807091713e-12,0.35
20.939,-3.637978807091713e-12,0.35
20.94,-3.637978807091713e-12,0.35
20.941,-3.637978807091713e-12,0.35
20.942,-3.637978807091713e-12,0.35
20.943,-3.637978807091713e-12,0.35
20.944,-3.637978807091713e-12,0.35
20.945,-3.637978807091713e-12,0.35
20.946,-3.637978807091713e-12,0.35
20.947,-3.637978807091713e-12,0.35
20.948,-3.637978807091713e-12,0.35
20.949,-3.637978807091713e-12,0.35
20.95,-3.637978807091713e-12,0.35
20.951,-3.637978807091713e-12,0.35
20.952,-3.637978807091713e-12,0.35
20.953,-3.637978807091713e-12,0.35
20.954,-3.637978807091713e-12,0.35
20.955000000000002,-3.637978807091713e-12,0.35
20.956,-3.637978807091713e-12,0.35
20.957,-3.637978807091713e-12,0.35
20.958000000000002,-3.637978807091713e-12,0.35
20.959,-3.637978807091713e-12,0.35
20.96,-3.637978807091713e-12,0.35
20.961000000000002,-3.637978807091713e-12,0.35
20.962,-3.637978807091713e-12,0.35
20.963,-3.637978807091713e-12,0.35
20.964000000000002,-3.637978807091713e-12,0.35
20.965,-3.637978807091713e-12,0.35
20.966,-3.637978807091713e-12,0.35
20.967,-3.637978807091713e-12,0.35
20.968,-3.637978807091713e-12,0.35
20.969,-3.637978807091713e-12,0.35
20.97,-3.637978807091713e-12,0.35
20.971,-3.637978807091713e-12,0.35
20.972,-3.637978807091713e-12,0.35
20.973,-3.637978807091713e-12,0.35
20.974,-3.637978807091713e-12,0.35
20.975,-3.637978807091713e-12,0.35
20.976,-3.637978807091713e-12,0.35
20.977,-3.637978807091713e-12,0.35
20.978,-3.637978807091713e-12,0.35
20.979,-3.637978807091713e-12,0.35
20.98,-3.637978807091713e-12,0.35
20.981,-3.637978807091713e-12,0.35
20.982,-3.637978807091713e-12,0.35
20.983,-3.637978807091713e-12,0.35
20.984,-3.637978807091713e-12,0.35
20.985,-3.637978807091713e-12,0.35
20.986,-3.637978807091713e-12,0.35
20.987000000000002,-3.637978807091713e-12,0.35
20.988,-3.637978807091713e-12,0.35
20.989,-3.637978807091713e-12,0.35
20.990000000000002,-3.637978807091713e-12,0.35
20.991,-3.637978807091713e-12,0.35
20.992,-3.637978807091713e-12,0.35
20.993000000000002,-3.637978807091713e-12,0.35
20.994,-3.637978807091713e-12,0.35
20.995,-3.637978807091713e-12,0.35
20.996,-3.637978807091713e-12,0.35
20.997,-3.637978807091713e-12,0.35
20.998,-3.637978807091713e-12,0.35
20.999,-3.637978807091713e-12,0.35
21.0,-3.637978807091713e-12,0.35
21.001,-3.637978807091713e-12,0.35
21.002,-3.637978807091713e-12,0.35
21.003,-3.637978807091713e-12,0.35
21.004,-3.637978807091713e-12,0.35
21.005,-3.637978807091713e-12,0.35
21.006,-3.637978807091713e-12,0.35
21.007,-3.637978807091713e-12,0.35
21.008,-3.637978807091713e-12,0.35
21.009,-3.637978807091713e-12,0.35
21.01,-3.637978807091713e-12,0.35
21.011,-3.637978807091713e-12,0.35
21.012,-3.637978807091713e-12,0.35
21.013,-3.637978807091713e-12,0.35
21.014,-3.637978807091713e-12,0.35
21.015,-3.637978807091713e-12,0.35
21.016000000000002,-3.637978807091713e-12,0.35
21.017,-3.637978807091713e-12,0.35
21.018,-3.637978807091713e-12,0.35
21.019000000000002,-3.637978807091713e-12,0.35
21.02,-3.637978807091713e-12,0.35
21.021,-3.637978807091713e-12,0.35
21.022000000000002,-3.637978807091713e-12,0.35
21.023,-3.637978807091713e-12,0.35
21.024,-3.637978807091713e-12,0.35
21.025000000000002,-3.637978807091713e-12,0.35
21.026,-3.637978807091713e-12,0.35
21.027,-3.637978807091713e-12,0.35
21.028,-3.637978807091713e-12,0.35
21.029,-3.637978807091713e-12,0.35
21.03,-3.637978807091713e-12,0.35
21.031,-3.637978807091713e-12,0.35
21.032,-3.637978807091713e-12,0.35
21.033,-3.637978807091713e-12,0.35
21.034,-3.637978807091713e-12,0.35
21.035,-3.637978807091713e-12,0.35
21.036,-3.637978807091713e-12,0.35
21.037,-3.637978807091713e-12,0.35
21.038,-3.637978807091713e-12,0.35
21.039,-3.637978807091713e-12,0.35
21.04,-3.637978807091713e-12,0.35
21.041,-3.637978807091713e-12,0.35
21.042,-3.637978807091713e-12,0.35
21.043,-3.637978807091713e-12,0.35
21.044,-3.637978807091713e-12,0.35
21.045,-3.637978807091713e-12,0.35
21.046,-3.637978807091713e-12,0.35
21.047,-3.637978807091713e-12,0.35
21.048000000000002,-3.637978807091713e-12,0.35
21.049,-3.637978807091713e-12,0.35
21.05,-3.637978807091713e-12,0.35
21.051000000000002,-3.637978807091713e-12,0.35
21.052,-3.637978807091713e-12,0.35
21.053,-3.637978807091713e-12,0.35
21.054000000000002,-3.637978807091713e-12,0.35
21.055,-3.637978807091713e-12,0.35
21.056,-3.637978807091713e-12,0.35
21.057000000000002,-3.637978807091713e-12,0.35
21.058,-3.637978807091713e-12,0.35
21.059,-3.637978807091713e-12,0.35
21.06,-3.637978807091713e-12,0.35
21.061,-3.637978807091713e-12,0.35
21.062,-3.637978807091713e-12,0.35
21.063,-3.637978807091713e-12,0.35
21.064,-3.637978807091713e-12,0.35
21.065,-3.637978807091713e-12,0.35
21.066,-3.637978807091713e-12,0.35
21.067,-3.637978807091713e-12,0.35
21.068,-3.637978807091713e-12,0.35
21.069,-3.637978807091713e-12,0.35
21.07,-3.637978807091713e-12,0.35
21.071,-3.637978807091713e-12,0.35
21.072,-3.637978807091713e-12,0.35
21.073,-3.637978807091713e-12,0.35
21.074,-3.637978807091713e-12,0.35
21.075,-3.637978807091713e-12,0.35
21.076,-3.637978807091713e-12,0.35
21.077,-3.637978807091713e-12,0.35
21.078,-3.637978807091713e-12,0.35
21.079,-3.637978807091713e-12,0.35
21.080000000000002,-3.637978807091713e-12,0.35
21.081,-3.637978807091713e-12,0.35
21.082,-3.637978807091713e-12,0.35
21.083000000000002,-3.637978807091713e-12,0.35
21.084,-3.637978807091713e-12,0.35
